height [mm],rad [mm],Freq [GHz],"dB(S(1,1)) []"
13.8,14.8,1.87,-0.437817381
13.8,14.8,1.88,-0.4413600325
13.8,14.8,1.89,-0.4449774031
13.8,14.8,1.9,-0.4486650686
13.8,14.8,1.91,-0.452417976
13.8,14.8,1.92,-0.4562303654
13.8,14.8,1.93,-0.4600956826
13.8,14.8,1.94,-0.464006481
13.8,14.8,1.95,-0.4679543106
13.8,14.8,1.96,-0.4719295933
13.8,14.8,1.97,-0.4759214823
13.8,14.8,1.98,-0.4799177046
13.8,14.8,1.99,-0.4839043826
13.8,14.8,2,-0.487865835
13.8,14.8,2.01,-0.4917843524
13.8,14.8,2.02,-0.4956399466
13.8,14.8,2.03,-0.49941007
13.8,14.8,2.04,-0.5030693039
13.8,14.8,2.05,-0.5065890116
13.8,14.8,2.06,-0.509936957
13.8,14.8,2.07,-0.5130768868
13.8,14.8,2.08,-0.515968077
13.8,14.8,2.09,-0.5185648482
13.8,14.8,2.1,-0.5208160564
13.8,14.8,2.11,-0.5226645708
13.8,14.8,2.12,-0.5240467601
13.8,14.8,2.13,-0.5248920169
13.8,14.8,2.14,-0.5251223653
13.8,14.8,2.15,-0.5246522194
13.8,14.8,2.16,-0.5233883841
13.8,14.8,2.17,-0.5212304295
13.8,14.8,2.18,-0.5180716168
13.8,14.8,2.19,-0.5138006129
13.8,14.8,2.2,-0.5083043081
13.8,14.8,2.21,-0.501472133
13.8,14.8,2.22,-0.4932023662
13.8,14.8,2.23,-0.4834110072
13.8,14.8,2.24,-0.472043837
13.8,14.8,2.25,-0.4590922624
13.8,14.8,2.26,-0.4446133595
13.8,14.8,2.27,-0.4287541153
13.8,14.8,2.28,-0.4117790902
13.8,14.8,2.29,-0.3940995047
13.8,14.8,2.3,-0.3763000542
13.8,14.8,2.31,-0.3591577605
13.8,14.8,2.32,-0.3436453281
13.8,14.8,2.33,-0.3309106581
13.8,14.8,2.34,-0.3222255071
13.8,14.8,2.35,-0.3189007675
13.8,14.8,2.36,-0.3221735952
13.8,14.8,2.37,-0.3330810828
13.8,14.8,2.38,-0.3523430552
13.8,14.8,2.39,-0.3802788823
13.8,14.8,2.4,-0.4167775253
13.8,14.8,2.41,-0.461327428
13.8,14.8,2.42,-0.5130978967
13.8,14.8,2.43,-0.5710520826
13.8,14.8,2.44,-0.634067447
13.8,14.8,2.45,-0.7010428405
13.8,14.8,2.46,-0.7709792223
13.8,14.8,2.47,-0.8430298102
13.8,14.8,2.48,-0.9165222627
13.8,14.8,2.49,-0.9909592636
13.8,14.8,2.5,-1.0660049
13.8,14.8,2.51,-1.141463432
13.8,14.8,2.52,-1.217255465
13.8,14.8,2.53,-1.29339481
13.8,14.8,2.54,-1.369967888
13.8,14.8,2.55,-1.447116477
13.8,14.8,2.56,-1.525023933
13.8,14.8,2.57,-1.60390463
13.8,14.8,2.58,-1.683996188
13.8,14.8,2.59,-1.765554018
13.8,14.8,2.6,-1.848847732
13.8,14.8,2.61,-1.934159019
13.8,14.8,2.62,-2.021780656
13.8,14.8,2.63,-2.112016419
13.8,14.8,2.64,-2.205181658
13.8,14.8,2.65,-2.301604431
13.8,14.8,2.66,-2.401627055
13.8,14.8,2.67,-2.505608037
13.8,14.8,2.68,-2.613924308
13.8,14.8,2.69,-2.726973771
13.8,14.8,2.7,-2.845178137
13.8,14.8,2.71,-2.968986068
13.8,14.8,2.72,-3.09887666
13.8,14.8,2.73,-3.235363288
13.8,14.8,2.74,-3.37899788
13.8,14.8,2.75,-3.530375689
13.8,14.8,2.76,-3.690140619
13.8,14.8,2.77,-3.858991246
13.8,14.8,2.78,-4.037687629
13.8,14.8,2.79,-4.22705908
13.8,14.8,2.8,-4.428013085
13.8,14.8,2.81,-4.641545612
13.8,14.8,2.82,-4.868753115
13.8,14.8,2.83,-5.110846596
13.8,14.8,2.84,-5.369168237
13.8,14.8,2.85,-5.645211178
13.8,14.8,2.86,-5.940643265
13.8,14.8,2.87,-6.25733577
13.8,14.8,2.88,-6.597398412
13.8,14.8,2.89,-6.963222395
13.8,14.8,2.9,-7.357533726
13.8,14.8,2.91,-7.783459738
13.8,14.8,2.92,-8.24461263
13.8,14.8,2.93,-8.745194891
13.8,14.8,2.94,-9.290132655
13.8,14.8,2.95,-9.885243977
13.8,14.8,2.96,-10.53744879
13.8,14.8,2.97,-11.25502325
13.8,14.8,2.98,-12.04788653
13.8,14.8,2.99,-12.92786447
13.8,14.8,3,-13.90875337
13.8,14.8,3.01,-15.00567695
13.8,14.8,3.02,-16.23232915
13.8,14.8,3.03,-17.59229149
13.8,14.8,3.04,-19.05479468
13.8,14.8,3.05,-20.4964638
13.8,14.8,3.06,-21.61039882
13.8,14.8,3.07,-21.94465614
13.8,14.8,3.08,-21.31714987
13.8,14.8,3.09,-20.05918626
13.8,14.8,3.1,-18.60103752
13.8,14.8,3.11,-17.17941444
13.8,14.8,3.12,-15.87728337
13.8,14.8,3.13,-14.70956971
13.8,14.8,3.14,-13.66769526
13.8,14.8,3.15,-12.73696254
13.8,14.8,3.16,-11.90256173
13.8,14.8,3.17,-11.15136077
13.8,14.8,3.18,-10.47221748
13.8,14.8,3.19,-9.855815465
13.8,14.8,3.2,-9.294381569
13.8,14.8,3.21,-8.781407068
13.8,14.8,3.22,-8.311408102
13.8,14.8,3.23,-7.879730547
13.8,14.8,3.24,-7.482394492
13.8,14.8,3.25,-7.11597124
13.8,14.8,3.26,-6.77748609
13.8,14.8,3.27,-6.464341247
13.8,14.8,3.28,-6.17425436
13.8,14.8,3.29,-5.905209193
13.8,14.8,3.3,-5.655415737
13.8,14.8,3.31,-5.423277712
13.8,14.8,3.32,-5.207365881
13.8,14.8,3.33,-5.006395956
13.8,14.8,3.34,-4.819210175
13.8,14.8,3.35,-4.644761814
13.8,14.8,3.36,-4.482102082
13.8,14.8,3.37,-4.330368948
13.8,14.8,3.38,-4.18877755
13.8,14.8,3.39,-4.056611924
13.8,14.8,3.4,-3.933217817
13.8,14.8,3.41,-3.817996417
13.8,14.8,3.42,-3.71039885
13.8,14.8,3.43,-3.609921332
13.8,14.8,3.44,-3.516100886
13.8,14.8,3.45,-3.428511526
13.8,14.8,3.46,-3.346760871
13.8,14.8,3.47,-3.270487106
13.8,14.8,3.48,-3.199356265
13.8,14.8,3.49,-3.13305979
13.8,14.8,3.5,-3.071312325
13.8,14.8,3.51,-3.013849733
13.8,14.8,3.52,-2.9604273
13.8,14.8,3.53,-2.910818101
13.8,14.8,3.54,-2.864811528
13.8,14.8,3.55,-2.822211948
13.8,14.8,3.56,-2.782837473
13.8,14.8,3.57,-2.746518854
13.8,14.8,3.58,-2.71309846
13.8,14.8,3.59,-2.682429349
13.8,14.8,3.6,-2.654374419
13.8,14.8,3.61,-2.628805631
13.8,14.8,3.62,-2.605603295
13.8,14.8,3.63,-2.584655414
13.8,14.8,3.64,-2.565857086
13.8,14.8,3.65,-2.549109954
13.8,14.8,3.66,-2.534321694
13.8,14.8,3.67,-2.52140555
13.8,14.8,3.68,-2.510279909
13.8,14.8,3.69,-2.500867899
13.8,14.8,3.7,-2.493097032
13.8,14.8,3.71,-2.486898866
13.8,14.8,3.72,-2.4822087
13.8,14.8,3.73,-2.478965288
13.8,14.8,3.74,-2.47711059
13.8,14.8,3.75,-2.476589527
13.8,14.8,3.76,-2.477349773
13.8,14.8,3.77,-2.479341563
13.8,14.8,3.78,-2.482517516
13.8,14.8,3.79,-2.486832486
13.8,14.8,3.8,-2.492243433
13.8,14.8,3.81,-2.498709304
13.8,14.8,3.82,-2.50619095
13.8,14.8,3.83,-2.514651055
13.8,14.8,3.84,-2.524054093
13.8,14.8,3.85,-2.534366309
13.8,14.8,3.86,-2.545555726
13.8,14.8,3.87,-2.557592188
13.8,14.8,3.88,-2.570447429
13.8,14.8,3.89,-2.584095186
13.8,14.8,3.9,-2.59851135
13.8,14.8,3.91,-2.613674161
13.8,14.8,3.92,-2.629564462
13.8,14.8,3.93,-2.646166006
13.8,14.8,3.94,-2.663465826
13.8,14.8,3.95,-2.681454684
13.8,14.8,3.96,-2.700127588
13.8,14.8,3.97,-2.719484401
13.8,14.8,3.98,-2.739530542
13.8,14.8,3.99,-2.760277775
13.8,14.8,4,-2.7817451
13.8,14.8,4.01,-2.803959741
13.8,14.8,4.02,-2.826958217
13.8,14.8,4.03,-2.850787489
13.8,14.8,4.04,-2.875506156
13.8,14.8,4.05,-2.901185663
13.8,14.8,4.06,-2.927911474
13.8,14.8,4.07,-2.955784127
13.8,14.8,4.08,-2.984920098
13.8,14.8,4.09,-3.015452354
13.8,14.8,4.1,-3.047530455
13.8,14.8,4.11,-3.081320074
13.8,14.8,4.12,-3.117001755
13.8,14.8,4.13,-3.154768776
13.8,14.8,4.14,-3.194823957
13.8,14.8,4.15,-3.237375354
13.8,14.8,4.16,-3.282630802
13.8,14.8,4.17,-3.330791408
13.8,14.8,4.18,-3.382044212
13.8,14.8,4.19,-3.436554373
13.8,14.8,4.2,-3.494457375
13.8,14.8,4.21,-3.555851883
13.8,14.8,4.22,-3.620793892
13.8,14.8,4.23,-3.689292847
13.8,14.8,4.24,-3.761310269
13.8,14.8,4.25,-3.836761243
13.8,14.8,4.26,-3.915518851
13.8,14.8,4.27,-3.997421357
13.8,14.8,4.28,-4.082281652
13.8,14.8,4.29,-4.169898266
13.8,14.8,4.3,-4.260067102
13.8,14.8,4.31,-4.352593083
13.8,14.8,4.32,-4.447300921
13.8,14.8,4.33,-4.544044469
13.8,14.8,4.34,-4.642714256
13.8,14.8,4.35,-4.743243092
13.8,14.8,4.36,-4.845609791
13.8,14.8,4.37,-4.949841235
13.8,14.8,4.38,-5.0560131
13.8,14.8,4.39,-5.164249629
13.8,14.8,4.4,-5.274722826
13.8,14.8,4.41,-5.387651436
13.8,14.8,4.42,-5.503300031
13.8,14.8,4.43,-5.621978457
13.8,14.8,4.44,-5.744041874
13.8,14.8,4.45,-5.869891534
13.8,14.8,4.46,-5.99997644
13.8,14.8,4.47,-6.134795973
13.8,14.8,4.48,-6.274903568
13.8,14.8,4.49,-6.420911487
13.8,14.8,4.5,-6.573496709
13.8,14.8,4.51,-6.733407965
13.8,14.8,4.52,-6.901473842
13.8,14.8,4.53,-7.078611854
13.8,14.8,4.54,-7.265838232
13.8,14.8,4.55,-7.464277963
13.8,14.8,4.56,-7.675174297
13.8,14.8,4.57,-7.899896397
13.8,14.8,4.58,-8.139942969
13.8,14.8,4.59,-8.396938415
13.8,14.8,4.6,-8.672616018
13.8,14.8,4.61,-8.968779584
13.8,14.8,4.62,-9.287230294
13.8,14.8,4.63,-9.62963854
13.8,14.8,4.64,-9.99733061
13.8,14.8,4.65,-10.39094665
13.8,14.8,4.66,-10.80991052
13.8,14.8,4.67,-11.25163914
13.8,14.8,4.68,-11.71042425
13.8,14.8,4.69,-12.17597913
13.8,14.8,4.7,-12.63182518
13.8,14.8,4.71,-13.05407981
13.8,14.8,4.72,-13.41179135
13.8,14.8,4.73,-13.67037193
13.8,14.8,4.74,-13.79896443
13.8,14.8,4.75,-13.7799688
13.8,14.8,4.76,-13.61587993
13.8,14.8,4.77,-13.32885693
13.8,14.8,4.78,-12.95322884
13.8,14.8,4.79,-12.52572915
13.8,14.8,4.8,-12.07820093
13.8,14.8,4.81,-11.6343477
13.8,14.8,4.82,-11.20958512
13.8,14.8,4.83,-10.81242311
13.8,14.8,4.84,-10.44624172
13.8,14.8,4.85,-10.11090265
13.8,14.8,4.86,-9.804017357
13.8,14.8,4.87,-9.521872607
13.8,14.8,4.88,-9.26007661
13.8,14.8,4.89,-9.01399762
13.8,14.8,4.9,-8.779056535
13.8,14.8,4.91,-8.550920309
13.8,14.8,4.92,-8.325629361
13.8,14.8,4.93,-8.099681238
13.8,14.8,4.94,-7.870084561
13.8,14.8,4.95,-7.634391433
13.8,14.8,4.96,-7.390712705
13.8,14.8,4.97,-7.137718282
13.8,14.8,4.98,-6.874623692
13.8,14.8,4.99,-6.601164078
13.8,14.8,5,-6.317557156
14,14.8,1,-0.4783505087
14,14.8,1.01,-0.4744412695
14,14.8,1.02,-0.4705979785
14,14.8,1.03,-0.4668215209
14,14.8,1.04,-0.4631127499
14,14.8,1.05,-0.4594724877
14,14.8,1.06,-0.455901527
14,14.8,1.07,-0.4524006323
14,14.8,1.08,-0.4489705413
14,14.8,1.09,-0.4456119665
14,14.8,1.1,-0.4423255961
14,14.8,1.11,-0.4391120955
14,14.8,1.12,-0.4359721089
14,14.8,1.13,-0.4329062599
14,14.8,1.14,-0.4299151534
14,14.8,1.15,-0.4269993762
14,14.8,1.16,-0.424159499
14,14.8,1.17,-0.4213960767
14,14.8,1.18,-0.4187096501
14,14.8,1.19,-0.4161007468
14,14.8,1.2,-0.4135698826
14,14.8,1.21,-0.4111175621
14,14.8,1.22,-0.4087442801
14,14.8,1.23,-0.4064505224
14,14.8,1.24,-0.404236767
14,14.8,1.25,-0.4021034849
14,14.8,1.26,-0.4000511413
14,14.8,1.27,-0.3980801959
14,14.8,1.28,-0.3961911047
14,14.8,1.29,-0.3943843201
14,14.8,1.3,-0.3926602919
14,14.8,1.31,-0.3910194684
14,14.8,1.32,-0.3894622969
14,14.8,1.33,-0.3879892244
14,14.8,1.34,-0.3866006986
14,14.8,1.35,-0.3852971683
14,14.8,1.36,-0.3840790842
14,14.8,1.37,-0.3829468993
14,14.8,1.38,-0.38190107
14,14.8,1.39,-0.3809420559
14,14.8,1.4,-0.3800703211
14,14.8,1.41,-0.3792863338
14,14.8,1.42,-0.3785905677
14,14.8,1.43,-0.3779835015
14,14.8,1.44,-0.3774656197
14,14.8,1.45,-0.3770374129
14,14.8,1.46,-0.3766993778
14,14.8,1.47,-0.3764520174
14,14.8,1.48,-0.3762958414
14,14.8,1.49,-0.3762313657
14,14.8,1.5,-0.3762591128
14,14.8,1.51,-0.3763796115
14,14.8,1.52,-0.3765933968
14,14.8,1.53,-0.3769010092
14,14.8,1.54,-0.3773029946
14,14.8,1.55,-0.3777999039
14,14.8,1.56,-0.3783922917
14,14.8,1.57,-0.3790807161
14,14.8,1.58,-0.3798657372
14,14.8,1.59,-0.3807479164
14,14.8,1.6,-0.3817278144
14,14.8,1.61,-0.3828059901
14,14.8,1.62,-0.3839829987
14,14.8,1.63,-0.3852593891
14,14.8,1.64,-0.386635702
14,14.8,1.65,-0.3881124669
14,14.8,1.66,-0.3896901988
14,14.8,1.67,-0.3913693948
14,14.8,1.68,-0.3931505299
14,14.8,1.69,-0.3950340527
14,14.8,1.7,-0.3970203798
14,14.8,1.71,-0.3991098902
14,14.8,1.72,-0.4013029186
14,14.8,1.73,-0.4035997483
14,14.8,1.74,-0.4060006023
14,14.8,1.75,-0.4085056345
14,14.8,1.76,-0.4111149189
14,14.8,1.77,-0.4138284377
14,14.8,1.78,-0.4166460681
14,14.8,1.79,-0.419567567
14,14.8,1.8,-0.422592555
14,14.8,1.81,-0.4257204962
14,14.8,1.82,-0.4289506781
14,14.8,1.83,-0.432282187
14,14.8,1.84,-0.435713881
14,14.8,1.85,-0.43924436
14,14.8,1.86,-0.4428719311
14,14.8,1.87,-0.4465945704
14,14.8,1.88,-0.4504098793
14,14.8,1.89,-0.4543150357
14,14.8,1.9,-0.4583067387
14,14.8,1.91,-0.4623811459
14,14.8,1.92,-0.4665338036
14,14.8,1.93,-0.4707595665
14,14.8,1.94,-0.4750525085
14,14.8,1.95,-0.4794058204
14,14.8,1.96,-0.4838116957
14,14.8,1.97,-0.4882612004
14,14.8,1.98,-0.4927441265
14,14.8,1.99,-0.497248826
14,14.8,2,-0.5017620241
14,14.8,2.01,-0.5062686077
14,14.8,2.02,-0.5107513873
14,14.8,2.03,-0.5151908293
14,14.8,2.04,-0.519564755
14,14.8,2.05,-0.5238480041
14,14.8,2.06,-0.528012058
14,14.8,2.07,-0.5320246231
14,14.8,2.08,-0.5358491699
14,14.8,2.09,-0.5394444282
14,14.8,2.1,-0.5427638415
14,14.8,2.11,-0.5457549833
14,14.8,2.12,-0.5483589475
14,14.8,2.13,-0.5505097285
14,14.8,2.14,-0.5521336178
14,14.8,2.15,-0.5531486584
14,14.8,2.16,-0.5534642171
14,14.8,2.17,-0.5529807587
14,14.8,2.18,-0.5515899429
14,14.8,2.19,-0.5491752085
14,14.8,2.2,-0.5456130625
14,14.8,2.21,-0.5407753641
14,14.8,2.22,-0.5345329692
14,14.8,2.23,-0.5267611841
14,14.8,2.24,-0.5173475553
14,14.8,2.25,-0.5062025638
14,14.8,2.26,-0.493273774
14,14.8,2.27,-0.478563832
14,14.8,2.28,-0.462152368
14,14.8,2.29,-0.4442212146
14,14.8,2.3,-0.4250813655
14,14.8,2.31,-0.4051987359
14,14.8,2.32,-0.3852141927
14,14.8,2.33,-0.3659518339
14,14.8,2.34,-0.348408747
14,14.8,2.35,-0.3337202527
14,14.8,2.36,-0.3230976799
14,14.8,2.37,-0.317741158
14,14.8,2.38,-0.3187368464
14,14.8,2.39,-0.3269543495
14,14.8,2.4,-0.3429630975
14,14.8,2.41,-0.3669842507
14,14.8,2.42,-0.3988872332
14,14.8,2.43,-0.4382297179
14,14.8,2.44,-0.4843304424
14,14.8,2.45,-0.5363587527
14,14.8,2.46,-0.5934243957
14,14.8,2.47,-0.6546548096
14,14.8,2.48,-0.7192528083
14,14.8,2.49,-0.7865329976
14,14.8,2.5,-0.8559391687
14,14.8,2.51,-0.9270469574
14,14.8,2.52,-0.9995565358
14,14.8,2.53,-1.07327959
14,14.8,2.54,-1.148123878
14,14.8,2.55,-1.22407763
14,14.8,2.56,-1.301195172
14,14.8,2.57,-1.379584468
14,14.8,2.58,-1.459396839
14,14.8,2.59,-1.540818817
14,14.8,2.6,-1.624065945
14,14.8,2.61,-1.709378288
14,14.8,2.62,-1.797017376
14,14.8,2.63,-1.887264343
14,14.8,2.64,-1.980419054
14,14.8,2.65,-2.076800041
14,14.8,2.66,-2.176745112
14,14.8,2.67,-2.280612529
14,14.8,2.68,-2.388782682
14,14.8,2.69,-2.501660208
14,14.8,2.7,-2.61967653
14,14.8,2.71,-2.743292803
14,14.8,2.72,-2.873003287
14,14.8,2.73,-3.00933916
14,14.8,2.74,-3.152872822
14,14.8,2.75,-3.304222741
14,14.8,2.76,-3.464058921
14,14.8,2.77,-3.633109089
14,14.8,2.78,-3.812165718
14,14.8,2.79,-4.002094045
14,14.8,2.8,-4.203841258
14,14.8,2.81,-4.41844711
14,14.8,2.82,-4.647056235
14,14.8,2.83,-4.890932542
14,14.8,2.84,-5.15147617
14,14.8,2.85,-5.430243577
14,14.8,2.86,-5.728971536
14,14.8,2.87,-6.049605999
14,14.8,2.88,-6.394337061
14,14.8,2.89,-6.76564158
14,14.8,2.9,-7.166335445
14,14.8,2.91,-7.599637931
14,14.8,2.92,-8.069251105
14,14.8,2.93,-8.579457617
14,14.8,2.94,-9.135240101
14,14.8,2.95,-9.742423905
14,14.8,2.96,-10.40783985
14,14.8,2.97,-11.13948997
14,14.8,2.98,-11.94666454
14,14.8,2.99,-12.83987293
14,14.8,3,-13.83023997
14,14.8,3.01,-14.927502
14,14.8,3.02,-16.13449133
14,14.8,3.03,-17.4332545
14,14.8,3.04,-18.75370574
14,14.8,3.05,-19.91952595
14,14.8,3.06,-20.62069308
14,14.8,3.07,-20.56972126
14,14.8,3.08,-19.79656225
14,14.8,3.09,-18.61270239
14,14.8,3.1,-17.31090628
14,14.8,3.11,-16.04710546
14,14.8,3.12,-14.88019808
14,14.8,3.13,-13.82341115
14,14.8,3.14,-12.87221924
14,14.8,3.15,-12.01643482
14,14.8,3.16,-11.244951
14,14.8,3.17,-10.54743325
14,14.8,3.18,-9.91480149
14,14.8,3.19,-9.339255062
14,14.8,3.2,-8.814142084
14,14.8,3.21,-8.333791973
14,14.8,3.22,-7.893355095
14,14.8,3.23,-7.488663537
14,14.8,3.24,-7.116115128
14,14.8,3.25,-6.772578633
14,14.8,3.26,-6.455316796
14,14.8,3.27,-6.161923956
14,14.8,3.28,-5.890275357
14,14.8,3.29,-5.638485777
14,14.8,3.3,-5.404875571
14,14.8,3.31,-5.187942623
14,14.8,3.32,-4.986339022
14,14.8,3.33,-4.798851534
14,14.8,3.34,-4.624385131
14,14.8,3.35,-4.461949025
14,14.8,3.36,-4.310644728
14,14.8,3.37,-4.169655792
14,14.8,3.38,-4.038238948
14,14.8,3.39,-3.915716397
14,14.8,3.4,-3.801469085
14,14.8,3.41,-3.694930794
14,14.8,3.42,-3.595582945
14,14.8,3.43,-3.502949998
14,14.8,3.44,-3.416595366
14,14.8,3.45,-3.336117783
14,14.8,3.46,-3.261148054
14,14.8,3.47,-3.191346155
14,14.8,3.48,-3.126398616
14,14.8,3.49,-3.066016185
14,14.8,3.5,-3.009931704
14,14.8,3.51,-2.957898205
14,14.8,3.52,-2.909687182
14,14.8,3.53,-2.865087026
14,14.8,3.54,-2.823901604
14,14.8,3.55,-2.785948969
14,14.8,3.56,-2.751060188
14,14.8,3.57,-2.719078272
14,14.8,3.58,-2.689857197
14,14.8,3.59,-2.663261018
14,14.8,3.6,-2.639163054
14,14.8,3.61,-2.61744514
14,14.8,3.62,-2.597996947
14,14.8,3.63,-2.580715357
14,14.8,3.64,-2.56550389
14,14.8,3.65,-2.552272175
14,14.8,3.66,-2.54093547
14,14.8,3.67,-2.531414216
14,14.8,3.68,-2.523633632
14,14.8,3.69,-2.517523341
14,14.8,3.7,-2.513017025
14,14.8,3.71,-2.510052118
14,14.8,3.72,-2.508569513
14,14.8,3.73,-2.508513305
14,14.8,3.74,-2.509830558
14,14.8,3.75,-2.512471089
14,14.8,3.76,-2.516387282
14,14.8,3.77,-2.521533919
14,14.8,3.78,-2.52786804
14,14.8,3.79,-2.53534882
14,14.8,3.8,-2.543937472
14,14.8,3.81,-2.55359717
14,14.8,3.82,-2.564293005
14,14.8,3.83,-2.575991957
14,14.8,3.84,-2.588662904
14,14.8,3.85,-2.602276651
14,14.8,3.86,-2.616806003
14,14.8,3.87,-2.632225859
14,14.8,3.88,-2.648513354
14,14.8,3.89,-2.665648036
14,14.8,3.9,-2.683612087
14,14.8,3.91,-2.702390595
14,14.8,3.92,-2.721971869
14,14.8,3.93,-2.742347816
14,14.8,3.94,-2.763514369
14,14.8,3.95,-2.78547198
14,14.8,3.96,-2.808226168
14,14.8,3.97,-2.831788131
14,14.8,3.98,-2.856175419
14,14.8,3.99,-2.881412658
14,14.8,4,-2.907532325
14,14.8,4.01,-2.934575554
14,14.8,4.02,-2.962592958
14,14.8,4.03,-2.991645451
14,14.8,4.04,-3.021805015
14,14.8,4.05,-3.053155401
14,14.8,4.06,-3.085792683
14,14.8,4.07,-3.119825622
14,14.8,4.08,-3.155375764
14,14.8,4.09,-3.192577178
14,14.8,4.1,-3.231575772
14,14.8,4.11,-3.272528065
14,14.8,4.12,-3.315599363
14,14.8,4.13,-3.360961243
14,14.8,4.14,-3.408788323
14,14.8,4.15,-3.45925429
14,14.8,4.16,-3.512527247
14,14.8,4.17,-3.568764494
14,14.8,4.18,-3.628106905
14,14.8,4.19,-3.690673189
14,14.8,4.2,-3.75655435
14,14.8,4.21,-3.82580874
14,14.8,4.22,-3.898458118
14,14.8,4.23,-3.97448512
14,14.8,4.24,-4.053832494
14,14.8,4.25,-4.136404337
14,14.8,4.26,-4.222069472
14,14.8,4.27,-4.310666898
14,14.8,4.28,-4.4020131
14,14.8,4.29,-4.495910863
14,14.8,4.3,-4.592159103
14,14.8,4.31,-4.69056315
14,14.8,4.32,-4.790944956
14,14.8,4.33,-4.893152691
14,14.8,4.34,-4.997069331
14,14.8,4.35,-5.102619925
14,14.8,4.36,-5.209777413
14,14.8,4.37,-5.318566942
14,14.8,4.38,-5.429068792
14,14.8,4.39,-5.54142007
14,14.8,4.4,-5.65581543
14,14.8,4.41,-5.772507063
14,14.8,4.42,-5.891804236
14,14.8,4.43,-6.014072632
14,14.8,4.44,-6.139733715
14,14.8,4.45,-6.269264303
14,14.8,4.46,-6.403196508
14,14.8,4.47,-6.542118149
14,14.8,4.48,-6.68667371
14,14.8,4.49,-6.837565896
14,14.8,4.5,-6.995557778
14,14.8,4.51,-7.161475526
14,14.8,4.52,-7.336211635
14,14.8,4.53,-7.520728568
14,14.8,4.54,-7.7160626
14,14.8,4.55,-7.92332761
14,14.8,4.56,-8.143718372
14,14.8,4.57,-8.378512703
14,14.8,4.58,-8.629071465
14,14.8,4.59,-8.896834895
14,14.8,4.6,-9.183312947
14,14.8,4.61,-9.49006609
14,14.8,4.62,-9.818671108
14,14.8,4.63,-10.1706636
14,14.8,4.64,-10.54744449
14,14.8,4.65,-10.95013129
14,14.8,4.66,-11.37932548
14,14.8,4.67,-11.83475421
14,14.8,4.68,-12.31472865
14,14.8,4.69,-12.8153465
14,14.8,4.7,-13.32936707
14,14.8,4.71,-13.84473793
14,14.8,4.72,-14.3429202
14,14.8,4.73,-14.79753983
14,14.8,4.74,-15.1745055
14,14.8,4.75,-15.43525151
14,14.8,4.76,-15.54421843
14,14.8,4.77,-15.47907979
14,14.8,4.78,-15.23873904
14,14.8,4.79,-14.84385063
14,14.8,4.8,-14.32948911
14,14.8,4.81,-13.73486657
14,14.8,4.82,-13.09536529
14,14.8,4.83,-12.43880984
14,14.8,4.84,-11.78506178
14,14.8,4.85,-11.14726299
14,14.8,4.86,-10.5335069
14,14.8,4.87,-9.948347817
14,14.8,4.88,-9.39396834
14,14.8,4.89,-8.871013583
14,14.8,4.9,-8.379161367
14,14.8,4.91,-7.917501707
14,14.8,4.92,-7.484785171
14,14.8,4.93,-7.079583454
14,14.8,4.94,-6.700392098
14,14.8,4.95,-6.34569535
14,14.8,4.96,-6.014006405
14,14.8,4.97,-5.703891635
14,14.8,4.98,-5.413984463
14,14.8,4.99,-5.142992533
14,14.8,5,-4.889700558
14.2,14.8,1,-0.4789910045
14.2,14.8,1.01,-0.4752177053
14.2,14.8,1.02,-0.4715116514
14.2,14.8,1.03,-0.4678734653
14.2,14.8,1.04,-0.4643037538
14.2,14.8,1.05,-0.4608031099
14.2,14.8,1.06,-0.4573721134
14.2,14.8,1.07,-0.4540113326
14.2,14.8,1.08,-0.4507213251
14.2,14.8,1.09,-0.4475026391
14.2,14.8,1.1,-0.4443558143
14.2,14.8,1.11,-0.4412813831
14.2,14.8,1.12,-0.4382798716
14.2,14.8,1.13,-0.4353518004
14.2,14.8,1.14,-0.4324976858
14.2,14.8,1.15,-0.4297180409
14.2,14.8,1.16,-0.4270133758
14.2,14.8,1.17,-0.4243841994
14.2,14.8,1.18,-0.4218310195
14.2,14.8,1.19,-0.4193543441
14.2,14.8,1.2,-0.416954682
14.2,14.8,1.21,-0.4146325438
14.2,14.8,1.22,-0.4123884424
14.2,14.8,1.23,-0.4102228938
14.2,14.8,1.24,-0.4081364181
14.2,14.8,1.25,-0.4061295399
14.2,14.8,1.26,-0.4042027892
14.2,14.8,1.27,-0.4023567018
14.2,14.8,1.28,-0.4005918203
14.2,14.8,1.29,-0.3989086944
14.2,14.8,1.3,-0.3973078818
14.2,14.8,1.31,-0.3957899485
14.2,14.8,1.32,-0.3943554698
14.2,14.8,1.33,-0.3930050304
14.2,14.8,1.34,-0.391739225
14.2,14.8,1.35,-0.3905586594
14.2,14.8,1.36,-0.38946395
14.2,14.8,1.37,-0.3884557251
14.2,14.8,1.38,-0.3875346253
14.2,14.8,1.39,-0.3867013032
14.2,14.8,1.4,-0.3859564247
14.2,14.8,1.41,-0.385300669
14.2,14.8,1.42,-0.3847347286
14.2,14.8,1.43,-0.3842593103
14.2,14.8,1.44,-0.3838751351
14.2,14.8,1.45,-0.3835829383
14.2,14.8,1.46,-0.38338347
14.2,14.8,1.47,-0.3832774953
14.2,14.8,1.48,-0.383265794
14.2,14.8,1.49,-0.3833491611
14.2,14.8,1.5,-0.3835284065
