height [mm],rad [mm],Freq [GHz],"dB(S(1,1)) []"
13.4,13,1.46,-0.3804963559
13.4,13,1.47,-0.3796760733
13.4,13,1.48,-0.3789382135
13.4,13,1.49,-0.3782832785
13.4,13,1.5,-0.3777117808
13.4,13,1.51,-0.3772242443
13.4,13,1.52,-0.3768212052
13.4,13,1.53,-0.3765032121
13.4,13,1.54,-0.3762708271
13.4,13,1.55,-0.3761246261
13.4,13,1.56,-0.3760651998
13.4,13,1.57,-0.3760931537
13.4,13,1.58,-0.3762091097
13.4,13,1.59,-0.3764137058
13.4,13,1.6,-0.3767075975
13.4,13,1.61,-0.377091458
13.4,13,1.62,-0.377565979
13.4,13,1.63,-0.3781318717
13.4,13,1.64,-0.3787898667
13.4,13,1.65,-0.3795407158
13.4,13,1.66,-0.3803851915
13.4,13,1.67,-0.3813240888
13.4,13,1.68,-0.382358225
13.4,13,1.69,-0.3834884409
13.4,13,1.7,-0.3847156013
13.4,13,1.71,-0.3860405958
13.4,13,1.72,-0.3874643393
13.4,13,1.73,-0.388987773
13.4,13,1.74,-0.3906118645
13.4,13,1.75,-0.3923376089
13.4,13,1.76,-0.3941660293
13.4,13,1.77,-0.3960981771
13.4,13,1.78,-0.398135133
13.4,13,1.79,-0.400278007
13.4,13,1.8,-0.402527939
13.4,13,1.81,-0.4048860995
13.4,13,1.82,-0.4073536891
13.4,13,1.83,-0.4099319395
13.4,13,1.84,-0.412622113
13.4,13,1.85,-0.4154255026
13.4,13,1.86,-0.4183434319
13.4,13,1.87,-0.4213772546
13.4,13,1.88,-0.4245283536
13.4,13,1.89,-0.4277981408
13.4,13,1.9,-0.4311880551
13.4,13,1.91,-0.4346995616
13.4,13,1.92,-0.4383341496
13.4,13,1.93,-0.44209333
13.4,13,1.94,-0.4459786327
13.4,13,1.95,-0.4499916033
13.4,13,1.96,-0.4541337989
13.4,13,1.97,-0.458406783
13.4,13,1.98,-0.4628121202
13.4,13,1.99,-0.4673513689
13.4,13,2,-0.4720260735
13.4,13,2.01,-0.476837755
13.4,13,2.02,-0.4817878996
13.4,13,2.03,-0.4868779458
13.4,13,2.04,-0.4921092695
13.4,13,2.05,-0.497483166
13.4,13,2.06,-0.5030008295
13.4,13,2.07,-0.508663329
13.4,13,2.08,-0.5144715802
13.4,13,2.09,-0.520426313
13.4,13,2.1,-0.5265280333
13.4,13,2.11,-0.5327769789
13.4,13,2.12,-0.539173068
13.4,13,2.13,-0.5457158387
13.4,13,2.14,-0.5524043798
13.4,13,2.15,-0.5592372481
13.4,13,2.16,-0.566212374
13.4,13,2.17,-0.5733269501
13.4,13,2.18,-0.5805773009
13.4,13,2.19,-0.5879587313
13.4,13,2.2,-0.5954653492
13.4,13,2.21,-0.6030898573
13.4,13,2.22,-0.6108233102
13.4,13,2.23,-0.6186548294
13.4,13,2.24,-0.6265712694
13.4,13,2.25,-0.6345568269
13.4,13,2.26,-0.6425925823
13.4,13,2.27,-0.6506559638
13.4,13,2.28,-0.6587201193
13.4,13,2.29,-0.6667531834
13.4,13,2.3,-0.6747174221
13.4,13,2.31,-0.6825682386
13.4,13,2.32,-0.6902530214
13.4,13,2.33,-0.6977098175
13.4,13,2.34,-0.7048658141
13.4,13,2.35,-0.7116356191
13.4,13,2.36,-0.7179193391
13.4,13,2.37,-0.7236004695
13.4,13,2.38,-0.7285436412
13.4,13,2.39,-0.7325923063
13.4,13,2.4,-0.7355665099
13.4,13,2.41,-0.7372609835
13.4,13,2.42,-0.7374439226
13.4,13,2.43,-0.73585698
13.4,13,2.44,-0.732217223
13.4,13,2.45,-0.7262220631
13.4,13,2.46,-0.7175584464
13.4,13,2.47,-0.7059178341
13.4,13,2.48,-0.6910185987
13.4,13,2.49,-0.6726372413
13.4,13,2.5,-0.6506490497
13.4,13,2.51,-0.6250772051
13.4,13,2.52,-0.5961467054
13.4,13,2.53,-0.5643359192
13.4,13,2.54,-0.5304147542
13.4,13,2.55,-0.4954557371
13.4,13,2.56,-0.4608047364
13.4,13,2.57,-0.4280034458
13.4,13,2.58,-0.3986663764
13.4,13,2.59,-0.3743286028
13.4,13,2.6,-0.3562918478
13.4,13,2.61,-0.3455002089
13.4,13,2.62,-0.3424702321
13.4,13,2.63,-0.3472853189
13.4,13,2.64,-0.3596477137
13.4,13,2.65,-0.3789690582
13.4,13,2.66,-0.4044761728
13.4,13,2.67,-0.4353117568
13.4,13,2.68,-0.4706168544
13.4,13,2.69,-0.5095896673
13.4,13,2.7,-0.5515212704
13.4,13,2.71,-0.5958122225
13.4,13,2.72,-0.6419752867
13.4,13,2.73,-0.6896292346
13.4,13,2.74,-0.7384877659
13.4,13,2.75,-0.788346439
13.4,13,2.76,-0.8390694963
13.4,13,2.77,-0.8905776679
13.4,13,2.78,-0.9428374832
13.4,13,2.79,-0.995852258
13.4,13,2.8,-1.049654715
13.4,13,2.81,-1.104301084
13.4,13,2.82,-1.159866491
13.4,13,2.83,-1.216441421
13.4,13,2.84,-1.274129081
13.4,13,2.85,-1.333043486
13.4,13,2.86,-1.393308125
13.4,13,2.87,-1.45505511
13.4,13,2.88,-1.518424695
13.4,13,2.89,-1.583565102
13.4,13,2.9,-1.650632602
13.4,13,2.91,-1.719791799
13.4,13,2.92,-1.791216093
13.4,13,2.93,-1.865088295
13.4,13,2.94,-1.941601379
13.4,13,2.95,-2.020959369
13.4,13,2.96,-2.103378343
13.4,13,2.97,-2.189087567
13.4,13,2.98,-2.278330755
13.4,13,2.99,-2.371367467
13.4,13,3,-2.468474649
13.4,13,3.01,-2.56994834
13.4,13,3.02,-2.676105549
13.4,13,3.03,-2.787286335
13.4,13,3.04,-2.90385611
13.4,13,3.05,-3.026208193
13.4,13,3.06,-3.154766664
13.4,13,3.07,-3.289989538
13.4,13,3.08,-3.432372342
13.4,13,3.09,-3.582452126
13.4,13,3.1,-3.740812013
13.4,13,3.11,-3.908086362
13.4,13,3.12,-4.084966665
13.4,13,3.13,-4.27220832
13.4,13,3.14,-4.470638456
13.4,13,3.15,-4.681165031
13.4,13,3.16,-4.904787466
13.4,13,3.17,-5.142609194
13.4,13,3.18,-5.395852544
13.4,13,3.19,-5.665876562
13.4,13,3.2,-5.9541985
13.4,13,3.21,-6.262519981
13.4,13,3.22,-6.592759111
13.4,13,3.23,-6.947090299
13.4,13,3.24,-7.327994088
13.4,13,3.25,-7.738320179
13.4,13,3.26,-8.181367982
13.4,13,3.27,-8.660990738
13.4,13,3.28,-9.181731632
13.4,13,3.29,-9.749003878
13.4,13,3.3,-10.36933176
13.4,13,3.31,-11.05067684
13.4,13,3.32,-11.80288354
13.4,13,3.33,-12.6382901
13.4,13,3.34,-13.57256037
13.4,13,3.35,-14.62577568
13.4,13,3.36,-15.82370126
13.4,13,3.37,-17.19859273
13.4,13,3.38,-18.78673913
13.4,13,3.39,-20.6115611
13.4,13,3.4,-22.61110387
13.4,13,3.41,-24.40597791
13.4,13,3.42,-25.05024953
13.4,13,3.43,-24.00589137
13.4,13,3.44,-22.10636785
13.4,13,3.45,-20.15940165
13.4,13,3.46,-18.42163421
13.4,13,3.47,-16.9177288
13.4,13,3.48,-15.61717263
13.4,13,3.49,-14.48407078
13.4,13,3.5,-13.48792603
13.4,13,3.51,-12.60464687
13.4,13,3.52,-11.81548097
13.4,13,3.53,-11.10577055
13.4,13,3.54,-10.46393211
13.4,13,3.55,-9.880690552
13.4,13,3.56,-9.348518771
13.4,13,3.57,-8.861228734
13.4,13,3.58,-8.413671443
13.4,13,3.59,-8.001514549
13.4,13,3.6,-7.621075649
13.4,13,3.61,-7.269195843
13.4,13,3.62,-6.943142685
13.4,13,3.63,-6.640534836
13.4,13,3.64,-6.359282939
13.4,13,3.65,-6.097542697
13.4,13,3.66,-5.853677294
13.4,13,3.67,-5.626226981
13.4,13,3.68,-5.413884246
13.4,13,3.69,-5.215473356
13.4,13,3.7,-5.029933367
13.4,13,3.71,-4.8563039
13.4,13,3.72,-4.693713129
13.4,13,3.73,-4.541367592
13.4,13,3.74,-4.398543456
13.4,13,3.75,-4.264579015
13.4,13,3.76,-4.138868179
13.4,13,3.77,-4.020854816
13.4,13,3.78,-3.910027794
13.4,13,3.79,-3.805916627
13.4,13,3.8,-3.708087629
13.4,13,3.81,-3.616140501
13.4,13,3.82,-3.529705303
13.4,13,3.83,-3.448439742
13.4,13,3.84,-3.372026752
13.4,13,3.85,-3.300172318
13.4,13,3.86,-3.232603519
13.4,13,3.87,-3.169066763
13.4,13,3.88,-3.109326191
13.4,13,3.89,-3.053162234
13.4,13,3.9,-3.000370306
13.4,13,3.91,-2.950759609
13.4,13,3.92,-2.904152058
13.4,13,3.93,-2.860381295
13.4,13,3.94,-2.81929179
13.4,13,3.95,-2.780738026
13.4,13,3.96,-2.744583748
13.4,13,3.97,-2.710701287
13.4,13,3.98,-2.67897093
13.4,13,3.99,-2.649280353
13.4,13,4,-2.621524101
13.4,13,4.01,-2.595603107
13.4,13,4.02,-2.571424261
13.4,13,4.03,-2.548900006
13.4,13,4.04,-2.527947977
13.4,13,4.05,-2.508490667
13.4,13,4.06,-2.490455124
13.4,13,4.07,-2.473772673
13.4,13,4.08,-2.458378662
13.4,13,4.09,-2.444212236
13.4,13,4.1,-2.43121613
13.4,13,4.11,-2.419336477
13.4,13,4.12,-2.408522643
13.4,13,4.13,-2.398727072
13.4,13,4.14,-2.389905154
13.4,13,4.15,-2.382015103
13.4,13,4.16,-2.375017852
13.4,13,4.17,-2.368876958
13.4,13,4.18,-2.363558529
13.4,13,4.19,-2.359031152
13.4,13,4.2,-2.355265839
13.4,13,4.21,-2.352235983
13.4,13,4.22,-2.349917324
13.4,13,4.23,-2.348287924
13.4,13,4.24,-2.347328153
13.4,13,4.25,-2.347020683
13.4,13,4.26,-2.347350493
13.4,13,4.27,-2.348304876
13.4,13,4.28,-2.34987346
13.4,13,4.29,-2.352048233
13.4,13,4.3,-2.354823575
13.4,13,4.31,-2.358196297
13.4,13,4.32,-2.362165686
13.4,13,4.33,-2.366733549
13.4,13,4.34,-2.371904274
13.4,13,4.35,-2.37768488
13.4,13,4.36,-2.384085082
13.4,13,4.37,-2.391117351
13.4,13,4.38,-2.398796975
13.4,13,4.39,-2.407142129
13.4,13,4.4,-2.41617393
13.4,13,4.41,-2.425916503
13.4,13,4.42,-2.436397038
13.4,13,4.43,-2.447645839
13.4,13,4.44,-2.459696373
13.4,13,4.45,-2.472585309
13.4,13,4.46,-2.486352548
13.4,13,4.47,-2.501041236
13.4,13,4.48,-2.516697775
13.4,13,4.49,-2.533371808
13.4,13,4.5,-2.551116191
13.4,13,4.51,-2.569986949
13.4,13,4.52,-2.590043207
13.4,13,4.53,-2.611347095
13.4,13,4.54,-2.633963632
13.4,13,4.55,-2.657960584
13.4,13,4.56,-2.683408288
13.4,13,4.57,-2.710379446
13.4,13,4.58,-2.738948891
13.4,13,4.59,-2.769193319
13.4,13,4.6,-2.801190982
13.4,13,4.61,-2.835021356
13.4,13,4.62,-2.870764766
13.4,13,4.63,-2.908501991
13.4,13,4.64,-2.948313824
13.4,13,4.65,-2.990280614
13.4,13,4.66,-3.034481779
13.4,13,4.67,-3.080995293
13.4,13,4.68,-3.129897162
13.4,13,4.69,-3.181260878
13.4,13,4.7,-3.235156876
13.4,13,4.71,-3.29165198
13.4,13,4.72,-3.350808859
13.4,13,4.73,-3.412685496
13.4,13,4.74,-3.47733467
13.4,13,4.75,-3.544803474
13.4,13,4.76,-3.61513286
13.4,13,4.77,-3.688357224
13.4,13,4.78,-3.764504044
13.4,13,4.79,-3.843593567
13.4,13,4.8,-3.925638553
13.4,13,4.81,-4.010644089
13.4,13,4.82,-4.098607459
13.4,13,4.83,-4.189518091
13.4,13,4.84,-4.283357567
13.4,13,4.85,-4.380099709
13.4,13,4.86,-4.479710721
13.4,13,4.87,-4.582149412
13.4,13,4.88,-4.687367463
13.4,13,4.89,-4.795309767
13.4,13,4.9,-4.905914808
13.4,13,4.91,-5.019115091
13.4,13,4.92,-5.134837611
13.4,13,4.93,-5.253004348
13.4,13,4.94,-5.37353279
13.4,13,4.95,-5.496336475
13.4,13,4.96,-5.621325535
13.4,13,4.97,-5.748407248
13.4,13,4.98,-5.877486584
13.4,13,4.99,-6.008466742
13.4,13,5,-6.14124967
13.6,13,1,-0.5009461768
13.6,13,1.01,-0.4967701664
13.6,13,1.02,-0.4926595276
13.6,13,1.03,-0.4886148846
13.6,13,1.04,-0.4846368383
13.6,13,1.05,-0.4807259676
13.6,13,1.06,-0.4768828304
13.6,13,1.07,-0.4731079653
13.6,13,1.08,-0.4694018923
13.6,13,1.09,-0.465765114
13.6,13,1.1,-0.4621981172
13.6,13,1.11,-0.4587013734
13.6,13,1.12,-0.45527534
13.6,13,1.13,-0.4519204618
13.6,13,1.14,-0.4486371714
13.6,13,1.15,-0.4454258908
13.6,13,1.16,-0.4422870319
13.6,13,1.17,-0.4392209977
13.6,13,1.18,-0.4362281833
13.6,13,1.19,-0.4333089768
13.6,13,1.2,-0.4304637599
13.6,13,1.21,-0.4276929093
13.6,13,1.22,-0.4249967972
13.6,13,1.23,-0.4223757921
13.6,13,1.24,-0.4198302601
13.6,13,1.25,-0.4173605652
13.6,13,1.26,-0.4149670703
13.6,13,1.27,-0.412650138
13.6,13,1.28,-0.4104101316
13.6,13,1.29,-0.4082474152
13.6,13,1.3,-0.4061623554
13.6,13,1.31,-0.4041553211
13.6,13,1.32,-0.4022266849
13.6,13,1.33,-0.4003768235
13.6,13,1.34,-0.3986061183
13.6,13,1.35,-0.3969149567
13.6,13,1.36,-0.395303732
13.6,13,1.37,-0.3937728447
13.6,13,1.38,-0.3923227029
13.6,13,1.39,-0.3909537231
13.6,13,1.4,-0.3896663307
13.6,13,1.41,-0.388460961
13.6,13,1.42,-0.3873380595
13.6,13,1.43,-0.3862980831
13.6,13,1.44,-0.3853415
13.6,13,1.45,-0.3844687912
13.6,13,1.46,-0.3836804506
13.6,13,1.47,-0.3829769861
13.6,13,1.48,-0.3823589199
13.6,13,1.49,-0.3818267895
13.6,13,1.5,-0.3813811483
13.6,13,1.51,-0.3810225663
13.6,13,1.52,-0.3807516307
13.6,13,1.53,-0.380568947
13.6,13,1.54,-0.3804751392
13.6,13,1.55,-0.3804708511
13.6,13,1.56,-0.3805567466
13.6,13,1.57,-0.3807335106
13.6,13,1.58,-0.38100185
13.6,13,1.59,-0.3813624943
13.6,13,1.6,-0.3818161962
13.6,13,1.61,-0.3823637327
13.6,13,1.62,-0.3830059061
13.6,13,1.63,-0.3837435443
13.6,13,1.64,-0.3845775019
13.6,13,1.65,-0.3855086613
13.6,13,1.66,-0.3865379332
13.6,13,1.67,-0.3876662577
13.6,13,1.68,-0.3888946051
13.6,13,1.69,-0.3902239767
13.6,13,1.7,-0.391655406
13.6,13,1.71,-0.3931899592
13.6,13,1.72,-0.3948287366
13.6,13,1.73,-0.396572873
13.6,13,1.74,-0.3984235387
13.6,13,1.75,-0.4003819407
13.6,13,1.76,-0.4024493232
13.6,13,1.77,-0.4046269684
13.6,13,1.78,-0.4069161978
13.6,13,1.79,-0.4093183722
13.6,13,1.8,-0.4118348931
13.6,13,1.81,-0.4144672026
13.6,13,1.82,-0.4172167848
13.6,13,1.83,-0.4200851655
13.6,13,1.84,-0.4230739127
13.6,13,1.85,-0.426184637
13.6,13,1.86,-0.4294189916
13.6,13,1.87,-0.4327786715
13.6,13,1.88,-0.4362654137
13.6,13,1.89,-0.4398809964
13.6,13,1.9,-0.4436272373
13.6,13,1.91,-0.4475059929
13.6,13,1.92,-0.4515191559
13.6,13,1.93,-0.4556686532
13.6,13,1.94,-0.4599564425
13.6,13,1.95,-0.4643845083
13.6,13,1.96,-0.4689548574
13.6,13,1.97,-0.4736695132
13.6,13,1.98,-0.4785305085
13.6,13,1.99,-0.4835398771
13.6,13,2,-0.4886996443
13.6,13,2.01,-0.4940118147
13.6,13,2.02,-0.4994783583
13.6,13,2.03,-0.5051011939
13.6,13,2.04,-0.5108821696
13.6,13,2.05,-0.5168230396
13.6,13,2.06,-0.5229254371
13.6,13,2.07,-0.5291908423
13.6,13,2.08,-0.5356205448
13.6,13,2.09,-0.5422155993
13.6,13,2.1,-0.5489767737
13.6,13,2.11,-0.5559044881
13.6,13,2.12,-0.5629987426
13.6,13,2.13,-0.5702590336
13.6,13,2.14,-0.5776842538
13.6,13,2.15,-0.585272576
13.6,13,2.16,-0.5930213153
13.6,13,2.17,-0.6009267671
13.6,13,2.18,-0.608984017
13.6,13,2.19,-0.6171867151
13.6,13,2.2,-0.6255268116
13.6,13,2.21,-0.6339942437
13.6,13,2.22,-0.6425765667
13.6,13,2.23,-0.6512585181
13.6,13,2.24,-0.6600215042
13.6,13,2.25,-0.6688429939
13.6,13,2.26,-0.6776958045
13.6,13,2.27,-0.6865472615
13.6,13,2.28,-0.6953582116
13.6,13,2.29,-0.7040818673
13.6,13,2.3,-0.7126624586
13.6,13,2.31,-0.7210336689
13.6,13,2.32,-0.7291168334
13.6,13,2.33,-0.7368188844
13.6,13,2.34,-0.7440300394
13.6,13,2.35,-0.7506212482
13.6,13,2.36,-0.7564414492
13.6,13,2.37,-0.7613147372
13.6,13,2.38,-0.7650376253
13.6,13,2.39,-0.7673766968
13.6,13,2.4,-0.7680671068
13.6,13,2.41,-0.7668126088
13.6,13,2.42,-0.7632880541
13.6,13,2.43,-0.7571456362
13.6,13,2.44,-0.7480264769
13.6,13,2.45,-0.7355794003
13.6,13,2.46,-0.7194887501
13.6,13,2.47,-0.6995126428
13.6,13,2.48,-0.6755317998
13.6,13,2.49,-0.647606778
13.6,13,2.5,-0.6160379225
13.6,13,2.51,-0.5814180794
13.6,13,2.52,-0.5446642013
13.6,13,2.53,-0.5070124246
13.6,13,2.54,-0.4699642814
13.6,13,2.55,-0.4351807151
13.6,13,2.56,-0.404334287
13.6,13,2.57,-0.3789440034
13.6,13,2.58,-0.3602254338
13.6,13,2.59,-0.3489866706
13.6,13,2.6,-0.3455883071
13.6,13,2.61,-0.3499681016
13.6,13,2.62,-0.3617155463
13.6,13,2.63,-0.3801733859
13.6,13,2.64,-0.4045432621
13.6,13,2.65,-0.433978585
13.6,13,2.66,-0.467655686
13.6,13,2.67,-0.5048212769
13.6,13,2.68,-0.5448188329
13.6,13,2.69,-0.5870986562
13.6,13,2.7,-0.6312167224
13.6,13,2.71,-0.6768267412
13.6,13,2.72,-0.7236688042
13.6,13,2.73,-0.7715569362
13.6,13,2.74,-0.8203669853
13.6,13,2.75,-0.8700256384
13.6,13,2.76,-0.9205009091
13.6,13,2.77,-0.9717941697
13.6,13,2.78,-1.02393365
13.6,13,2.79,-1.076969245
13.6,13,2.8,-1.130968444
13.6,13,2.81,-1.18601321
13.6,13,2.82,-1.242197636
13.6,13,2.83,-1.299626232
13.6,13,2.84,-1.35841273
13.6,13,2.85,-1.4186793
13.6,13,2.86,-1.480556109
13.6,13,2.87,-1.544181144
13.6,13,2.88,-1.609700267
13.6,13,2.89,-1.677267454
13.6,13,2.9,-1.747045195
13.6,13,2.91,-1.819205034
13.6,13,2.92,-1.893928237
13.6,13,2.93,-1.971406579
13.6,13,2.94,-2.051843241
13.6,13,2.95,-2.135453824
13.6,13,2.96,-2.222467481
13.6,13,2.97,-2.313128167
13.6,13,2.98,-2.407696025
13.6,13,2.99,-2.506448909
13.6,13,3,-2.609684068
13.6,13,3.01,-2.717720001
13.6,13,3.02,-2.830898513
13.6,13,3.03,-2.949586981
13.6,13,3.04,-3.074180882
13.6,13,3.05,-3.2051066
13.6,13,3.06,-3.342824563
13.6,13,3.07,-3.48783276
13.6,13,3.08,-3.640670703
13.6,13,3.09,-3.801923894
13.6,13,3.1,-3.972228914
13.6,13,3.11,-4.152279212
13.6,13,3.12,-4.342831763
13.6,13,3.13,-4.544714739
13.6,13,3.14,-4.758836416
13.6,13,3.15,-4.986195586
13.6,13,3.16,-5.227893794
13.6,13,3.17,-5.48514984
13.6,13,3.18,-5.75931708
13.6,13,3.19,-6.051904236
13.6,13,3.2,-6.364600606
13.6,13,3.21,-6.699306882
13.6,13,3.22,-7.058173108
13.6,13,3.23,-7.443645851
13.6,13,3.24,-7.858527315
13.6,13,3.25,-8.306050052
13.6,13,3.26,-8.789972153
13.6,13,3.27,-9.314699485
13.6,13,3.28,-9.885443614
13.6,13,3.29,-10.50842662
13.6,13,3.3,-11.19114644
13.6,13,3.31,-11.94271668
13.6,13,3.32,-12.77428799
13.6,13,3.33,-13.69952584
13.6,13,3.34,-14.73501488
13.6,13,3.35,-15.90013406
13.6,13,3.36,-17.21495717
13.6,13,3.37,-18.69175131
13.6,13,3.38,-20.30719331
13.6,13,3.39,-21.9250431
13.6,13,3.4,-23.15516715
13.6,13,3.41,-23.40177972
13.6,13,3.42,-22.51094967
13.6,13,3.43,-21.00398378
13.6,13,3.44,-19.38640116
13.6,13,3.45,-17.87497852
13.6,13,3.46,-16.52334732
13.6,13,3.47,-15.32783833
13.6,13,3.48,-14.269737
13.6,13,3.49,-13.32893259
13.6,13,3.5,-12.4876764
13.6,13,3.51,-11.73120123
13.6,13,3.52,-11.04743578
13.6,13,3.53,-10.4265293
13.6,13,3.54,-9.860402262
13.6,13,3.55,-9.342374928
13.6,13,3.56,-8.866874661
13.6,13,3.57,-8.429209358
13.6,13,3.58,-8.025392742
13.6,13,3.59,-7.65200934
13.6,13,3.6,-7.306109558
13.6,13,3.61,-6.985127537
13.6,13,3.62,-6.686816338
13.6,13,3.63,-6.409196356
13.6,13,3.64,-6.150513913
13.6,13,3.65,-5.909207747
13.6,13,3.66,-5.683881652
13.6,13,3.67,-5.473281973
13.6,13,3.68,-5.276278933
13.6,13,3.69,-5.091851034
13.6,13,3.7,-4.919071925
13.6,13,3.71,-4.757099272
13.6,13,3.72,-4.605165259
13.6,13,3.73,-4.462568435
13.6,13,3.74,-4.328666669
13.6,13,3.75,-4.202871036
13.6,13,3.76,-4.084640474
13.6,13,3.77,-3.973477108
13.6,13,3.78,-3.868922116
13.6,13,3.79,-3.770552085
13.6,13,3.8,-3.677975766
13.6,13,3.81,-3.590831192
13.6,13,3.82,-3.50878309
13.6,13,3.83,-3.431520574
13.6,13,3.84,-3.358755061
13.6,13,3.85,-3.290218403
13.6,13,3.86,-3.225661191
13.6,13,3.87,-3.164851228
13.6,13,3.88,-3.107572144
13.6,13,3.89,-3.053622137
13.6,13,3.9,-3.002812831
13.6,13,3.91,-2.954968233
13.6,13,3.92,-2.909923788
13.6,13,3.93,-2.867525514
13.6,13,3.94,-2.827629211
13.6,13,3.95,-2.790099746
13.6,13,3.96,-2.754810385
13.6,13,3.97,-2.7216422
13.6,13,3.98,-2.690483513
13.6,13,3.99,-2.661229392
13.6,13,4,-2.633781192
13.6,13,4.01,-2.608046132
13.6,13,4.02,-2.583936908
13.6,13,4.03,-2.561371341
13.6,13,4.04,-2.540272053
13.6,13,4.05,-2.520566178
13.6,13,4.06,-2.502185086
13.6,13,4.07,-2.485064146
13.6,13,4.08,-2.469142498
13.6,13,4.09,-2.454362857
13.6,13,4.1,-2.440671328
13.6,13,4.11,-2.428017242
13.6,13,4.12,-2.416353012
13.6,13,4.13,-2.405634
13.6,13,4.14,-2.3958184
13.6,13,4.15,-2.386867136
13.6,13,4.16,-2.378743775
13.6,13,4.17,-2.371414446
13.6,13,4.18,-2.364847779
13.6,13,4.19,-2.359014847
13.6,13,4.2,-2.353889128
13.6,13,4.21,-2.349446463
13.6,13,4.22,-2.34566504
13.6,13,4.23,-2.342525371
13.6,13,4.24,-2.340010292
13.6,13,4.25,-2.338104958
13.6,13,4.26,-2.336796854
13.6,13,4.27,-2.336075811
13.6,13,4.28,-2.335934024
13.6,13,4.29,-2.336366083
13.6,13,4.3,-2.337369004
13.6,13,4.31,-2.338942269
13.6,13,4.32,-2.341087865
13.6,13,4.33,-2.34381033
13.6,13,4.34,-2.347116806
13.6,13,4.35,-2.351017084
13.6,13,4.36,-2.35552366
13.6,13,4.37,-2.360651785
13.6,13,4.38,-2.366419521
13.6,13,4.39,-2.372847789
13.6,13,4.4,-2.379960417
13.6,13,4.41,-2.387784187
13.6,13,4.42,-2.396348876
13.6,13,4.43,-2.405687284
13.6,13,4.44,-2.415835266
13.6,13,4.45,-2.426831745
13.6,13,4.46,-2.438718722
13.6,13,4.47,-2.451541264
13.6,13,4.48,-2.465347489
13.6,13,4.49,-2.480188528
13.6,13,4.5,-2.496118472
13.6,13,4.51,-2.513194299
13.6,13,4.52,-2.531475782
13.6,13,4.53,-2.551025373
13.6,13,4.54,-2.571908062
13.6,13,4.55,-2.594191215
13.6,13,4.56,-2.617944382
13.6,13,4.57,-2.643239079
13.6,13,4.58,-2.670148539
13.6,13,4.59,-2.698747442
13.6,13,4.6,-2.729111607
13.6,13,4.61,-2.761317668
13.6,13,4.62,-2.795442707
13.6,13,4.63,-2.831563879
13.6,13,4.64,-2.869758
13.6,13,4.65,-2.91010112
13.6,13,4.66,-2.952668075
13.6,13,4.67,-2.997532027
13.6,13,4.68,-3.044763992
13.6,13,4.69,-3.094432359
13.6,13,4.7,-3.14660241
13.6,13,4.71,-3.201335847
13.6,13,4.72,-3.258690324
13.6,13,4.73,-3.318718997
13.6,13,4.74,-3.381470091
13.6,13,4.75,-3.446986502
13.6,13,4.76,-3.515305426
13.6,13,4.77,-3.586458026
13.6,13,4.78,-3.660469147
13.6,13,4.79,-3.737357069
13.6,13,4.8,-3.817133325
13.6,13,4.81,-3.899802555
13.6,13,4.82,-3.985362436
13.6,13,4.83,-4.073803652
13.6,13,4.84,-4.16510993
13.6,13,4.85,-4.259258132
13.6,13,4.86,-4.356218401
13.6,13,4.87,-4.45595436
13.6,13,4.88,-4.558423357
13.6,13,4.89,-4.663576763
13.6,13,4.9,-4.771360301
13.6,13,4.91,-4.881714417
13.6,13,4.92,-4.994574679
13.6,13,4.93,-5.1098722
13.6,13,4.94,-5.22753408
13.6,13,4.95,-5.347483858
13.6,13,4.96,-5.469641975
13.6,13,4.97,-5.593926235
13.6,13,4.98,-5.720252265
13.6,13,4.99,-5.848533961
13.6,13,5,-5.978683928
13.8,13,1,-0.4996611341
13.8,13,1.01,-0.4956162294
13.8,13,1.02,-0.4916337934
13.8,13,1.03,-0.4877145254
13.8,13,1.04,-0.4838591019
13.8,13,1.05,-0.4800681774
13.8,13,1.06,-0.476342386
13.8,13,1.07,-0.4726823421
13.8,13,1.08,-0.469088642
13.8,13,1.09,-0.4655618646
13.8,13,1.1,-0.4621025725
13.8,13,1.11,-0.4587113134
13.8,13,1.12,-0.4553886208
13.8,13,1.13,-0.4521350154
13.8,13,1.14,-0.4489510057
13.8,13,1.15,-0.4458370891
13.8,13,1.16,-0.4427937533
13.8,13,1.17,-0.4398214769
13.8,13,1.18,-0.4369207302
13.8,13,1.19,-0.4340919767
13.8,13,1.2,-0.4313356734
13.8,13,1.21,-0.4286522723
13.8,13,1.22,-0.4260422209
13.8,13,1.23,-0.4235059632
13.8,13,1.24,-0.4210439406
13.8,13,1.25,-0.418656593
13.8,13,1.26,-0.4163443592
13.8,13,1.27,-0.414107678
13.8,13,1.28,-0.4119469894
13.8,13,1.29,-0.4098627346
13.8,13,1.3,-0.4078553577
13.8,13,1.31,-0.4059253061
13.8,13,1.32,-0.4040730311
13.8,13,1.33,-0.4022989893
13.8,13,1.34,-0.4006036431
13.8,13,1.35,-0.3989874614
13.8,13,1.36,-0.3974509207
13.8,13,1.37,-0.3959945056
13.8,13,1.38,-0.3946187101
13.8,13,1.39,-0.3933240379
13.8,13,1.4,-0.3921110034
13.8,13,1.41,-0.3909801328
13.8,13,1.42,-0.3899319647
13.8,13,1.43,-0.3889670509
13.8,13,1.44,-0.3880859573
13.8,13,1.45,-0.387289265
13.8,13,1.46,-0.386577571
13.8,13,1.47,-0.3859514889
