"Height [mm]","Radius [mm]","Freq [GHz]","dB(S(1,1)) []"
13.8,9.6,5.55,-9.05168213760746
13.8,9.6,5.56,-8.86326717997555
13.8,9.6,5.57,-8.68468703048652
13.8,9.6,5.58,-8.51586112007586
13.8,9.6,5.59,-8.35674078496157
13.8,9.6,5.6,-8.20730972733755
13.8,9.6,5.61,-8.06758494524755
13.8,9.6,5.62,-7.93761814652784
13.8,9.6,5.63,-7.81749766797187
13.8,9.6,5.64,-7.70735092568327
13.8,9.6,5.65,-7.60734742513962
13.8,9.6,5.66,-7.51770235848157
13.8,9.6,5.67,-7.43868080994359
13.8,9.6,5.68,-7.37060257507829
13.8,9.6,5.69,-7.3138475709203
13.8,9.6,5.7,-7.26886176576434
13.8,9.6,5.71,-7.23616347904813
13.8,9.6,5.72,-7.21634977998308
13.8,9.6,5.73,-7.21010252840561
13.8,9.6,5.74,-7.21819332564722
13.8,9.6,5.75,-7.2414862404273
13.8,9.6,5.76,-7.28093659732288
13.8,9.6,5.77,-7.33758330503338
13.8,9.6,5.78,-7.41253109398294
13.8,9.6,5.79,-7.50691757080628
13.8,9.6,5.8,-7.62185816318177
13.8,9.6,5.81,-7.75835990837701
13.8,9.6,5.82,-7.91719294251525
13.8,9.6,5.83,-8.09870721150755
13.8,9.6,5.84,-8.30258281848762
13.8,9.6,5.85,-8.52750812597336
13.8,9.6,5.86,-8.77079418623963
13.8,9.6,5.87,-9.02796215292608
13.8,9.6,5.88,-9.29238554084909
13.8,9.6,5.89,-9.55512789393876
13.8,9.6,5.9,-9.80516800027521
13.8,9.6,5.91,-10.0302033899136
13.8,9.6,5.92,-10.2181072009328
13.8,9.6,5.93,-10.3588562571292
13.8,9.6,5.94,-10.4464324805685
13.8,9.6,5.95,-10.480035379655
13.8,9.6,5.96,-10.4641239433408
13.8,9.6,5.97,-10.4072880946146
13.8,9.6,5.98,-10.3204270058173
13.8,9.6,5.99,-10.2148841812141
13.8,9.6,6,-10.1010235888698
13.8,9.8,3,-3.10001305913475
13.8,9.8,3.01,-3.13669325549571
13.8,9.8,3.02,-3.17468437588246
13.8,9.8,3.03,-3.21400748069204
13.8,9.8,3.04,-3.25468308554279
13.8,9.8,3.05,-3.29673093374597
13.8,9.8,3.06,-3.34016972450702
13.8,9.8,3.07,-3.38501679057725
13.8,9.8,3.08,-3.43128771849818
13.8,9.8,3.09,-3.47899590402878
13.8,9.8,3.1,-3.52815203485358
13.8,9.8,3.11,-3.57876349228253
13.8,9.8,3.12,-3.63083366342876
13.8,9.8,3.13,-3.68436115536431
13.8,9.8,3.14,-3.73933890309928
13.8,9.8,3.15,-3.79575316402408
13.8,9.8,3.16,-3.85358239283762
13.8,9.8,3.17,-3.91279599312144
13.8,9.8,3.18,-3.97335294480247
13.8,9.8,3.19,-4.03520031098498
13.8,9.8,3.2,-4.09827163325056
13.8,9.8,3.21,-4.16248523174588
13.8,9.8,3.22,-4.22774243540241
13.8,9.8,3.23,-4.29392577860538
13.8,9.8,3.24,-4.36089721359994
13.8,9.8,3.25,-4.42849640278419
13.8,9.8,3.26,-4.49653917146337
13.8,9.8,3.27,-4.56481621900078
13.8,9.8,3.28,-4.63309220359121
13.8,9.8,3.29,-4.70110533164955
13.8,9.8,3.3,-4.76856759510736
13.8,9.8,3.31,-4.83516580632586
13.8,9.8,3.32,-4.90056357806734
13.8,9.8,3.33,-4.96440438204728
13.8,9.8,3.34,-5.02631579121914
13.8,9.8,3.35,-5.0859149659796
13.8,9.8,3.36,-5.14281538203737
13.8,9.8,3.37,-5.19663471877399
13.8,9.8,3.38,-5.24700373502031
13.8,9.8,3.39,-5.2935758605622
13.8,9.8,3.4,-5.33603713539053
13.8,9.8,3.41,-5.3741160458391
13.8,9.8,3.42,-5.4075927492801
13.8,9.8,3.43,-5.43630715801103
13.8,9.8,3.44,-5.46016537643303
13.8,9.8,3.45,-5.47914405675667
13.8,9.8,3.46,-5.49329235425169
13.8,9.8,3.47,-5.50273131399283
13.8,9.8,3.48,-5.50765069216871
13.8,9.8,3.49,-5.50830338797428
13.8,9.8,3.5,-5.50499781807681
13.8,9.8,3.51,-5.49808868832363
13.8,9.8,3.52,-5.4879666954432
13.8,9.8,3.53,-5.47504772010911
13.8,9.8,3.54,-5.45976205362452
13.8,9.8,3.55,-5.44254414097907
13.8,9.8,3.56,-5.42382323424731
13.8,9.8,3.57,-5.40401524498222
13.8,9.8,3.58,-5.38351597476393
13.8,9.8,3.59,-5.36269579981964
13.8,9.8,3.6,-5.34189579622872
13.8,9.8,3.61,-5.32142522116281
13.8,9.8,3.62,-5.30156021451441
13.8,9.8,3.63,-5.28254355347145
13.8,9.8,3.64,-5.26458527783244
13.8,9.8,3.65,-5.24786400295817
13.8,9.8,3.66,-5.23252874673931
13.8,9.8,3.67,-5.21870111346997
13.8,9.8,3.68,-5.2064776981073
13.8,9.8,3.69,-5.19593259667168
13.8,9.8,3.7,-5.18711993069345
13.8,9.8,3.71,-5.18007631438697
13.8,9.8,3.72,-5.17482321185262
13.8,9.8,3.73,-5.1713691476764
13.8,9.8,3.74,-5.16971174770242
13.8,9.8,3.75,-5.16983959758452
13.8,9.8,3.76,-5.17173391519117
13.8,9.8,3.77,-5.17537003932606
13.8,9.8,3.78,-5.1807187418437
13.8,9.8,3.79,-5.18774737339326
13.8,9.8,3.8,-5.19642085500202
13.8,9.8,3.81,-5.20670252876776
13.8,9.8,3.82,-5.21855488129028
13.8,9.8,3.83,-5.23194015331976
13.8,9.8,3.84,-5.24682084858645
13.8,9.8,3.85,-5.26316015402205
13.8,9.8,3.86,-5.28092228268294
13.8,9.8,3.87,-5.30007274970971
13.8,9.8,3.88,-5.32057859065961
13.8,9.8,3.89,-5.34240853056622
13.8,9.8,3.9,-5.3655331111394
13.8,9.8,3.91,-5.38992478263585
13.8,9.8,3.92,-5.41555796611537
13.8,9.8,3.93,-5.4424090910551
13.8,9.8,3.94,-5.47045661262496
13.8,9.8,3.95,-5.49968101232927
13.8,9.8,3.96,-5.53006478519007
13.8,9.8,3.97,-5.56159241618145
13.8,9.8,3.98,-5.59425034821627
13.8,9.8,3.99,-5.62802694363235
13.8,9.8,4,-5.66291244081812
13.8,9.8,4.01,-5.6988989073536
13.8,9.8,4.02,-5.73598019081597
13.8,9.8,4.03,-5.77415186820606
13.8,9.8,4.04,-5.8134111947877
13.8,9.8,4.05,-5.85375705299353
13.8,9.8,4.06,-5.89518990193415
13.8,9.8,4.07,-5.9377117279504
13.8,9.8,4.08,-5.98132599656735
13.8,9.8,4.09,-6.02603760614251
13.8,9.8,4.1,-6.07185284344624
13.8,9.8,4.11,-6.11877934136832
13.8,9.8,4.12,-6.16682603891041
13.8,9.8,4.13,-6.21600314359667
13.8,9.8,4.14,-6.26632209641435
13.8,9.8,4.15,-6.31779553938165
13.8,9.8,4.16,-6.37043728582959
13.8,9.8,4.17,-6.42426229347936
13.8,9.8,4.18,-6.47928664039359
13.8,9.8,4.19,-6.53552750388126
13.8,9.8,4.2,-6.59300314243861
13.8,9.8,4.21,-6.65173288081471
13.8,9.8,4.22,-6.71173709829708
13.8,9.8,4.23,-6.77303722032278
13.8,9.8,4.24,-6.83565571353088
13.8,9.8,4.25,-6.89961608438473
13.8,9.8,4.26,-6.96494288150621
13.8,9.8,4.27,-7.03166170187912
13.8,9.8,4.28,-7.09979920109525
13.8,9.8,4.29,-7.16938310783411
13.8,9.8,4.3,-7.24044224278673
13.8,9.8,4.31,-7.31300654225345
13.8,9.8,4.32,-7.38710708666829
13.8,9.8,4.33,-7.46277613432547
13.8,9.8,4.34,-7.54004716060899
13.8,9.8,4.35,-7.6189549030536
13.8,9.8,4.36,-7.69953541259493
13.8,9.8,4.37,-7.78182611139842
13.8,9.8,4.38,-7.86586585769201
13.8,9.8,4.39,-7.95169501806522
13.8,9.8,4.4,-8.03935554773953
13.8,9.8,4.41,-8.12889107936084
13.8,9.8,4.42,-8.22034702091548
13.8,9.8,4.43,-8.31377066342786
13.8,9.8,4.44,-8.40921129915996
13.8,9.8,4.45,-8.50672035110289
13.8,9.8,4.46,-8.60635151462803
13.8,9.8,4.47,-8.70816091225226
13.8,9.8,4.48,-8.81220726256965
13.8,9.8,4.49,-8.91855206451084
13.8,9.8,4.5,-9.02725979821533
13.8,9.8,4.51,-9.13839814394091
13.8,9.8,4.52,-9.25203822059109
13.8,9.8,4.53,-9.3682548456212
13.8,9.8,4.54,-9.48712681828366
13.8,9.8,4.55,-9.60873722840437
13.8,9.8,4.56,-9.73317379314275
13.8,9.8,4.57,-9.86052922448556
13.8,9.8,4.58,-9.99090163056588
13.8,9.8,4.59,-10.124394954287
13.8,9.8,4.6,-10.2611194531781
13.8,9.8,4.61,-10.4011922249209
13.8,9.8,4.62,-10.5447377835753
13.8,9.8,4.63,-10.6918886922135
13.8,9.8,4.64,-10.8427862584548
13.8,9.8,4.65,-10.997581300304
13.8,9.8,4.66,-11.1564349907474
13.8,9.8,4.67,-11.3195197907855
13.8,9.8,4.68,-11.4870204820074
13.8,9.8,4.69,-11.6591353114712
13.8,9.8,4.7,-11.8360772636031
13.8,9.8,4.71,-12.0180754761011
13.8,9.8,4.72,-12.2053768195028
13.8,9.8,4.73,-12.3982476632225
13.8,9.8,4.74,-12.5969758545602
13.8,9.8,4.75,-12.8018729415585
13.8,9.8,4.76,-13.0132766757349
13.8,9.8,4.77,-13.2315538368223
13.8,9.8,4.78,-13.4571034288542
13.8,9.8,4.79,-13.6903603054545
13.8,9.8,4.8,-13.931799292245
13.8,9.8,4.81,-14.1819398861116
13.8,9.8,4.82,-14.4413516249138
13.8,9.8,4.83,-14.7106602372947
13.8,9.8,4.84,-14.9905547006673
13.8,9.8,4.85,-15.2817953561293
13.8,9.8,4.86,-15.5852232515017
13.8,9.8,4.87,-15.9017709066206
13.8,9.8,4.88,-16.2324747157872
13.8,9.8,4.89,-16.5784892156972
13.8,9.8,4.9,-16.9411034436093
13.8,9.8,4.91,-17.3217595723521
13.8,9.8,4.92,-17.7220739043251
13.8,9.8,4.93,-18.1438600789159
13.8,9.8,4.94,-18.5891538943185
13.8,9.8,4.95,-19.0602382806253
13.8,9.8,4.96,-19.5596653503267
13.8,9.8,4.97,-20.0902694803176
13.8,9.8,4.98,-20.6551599139679
13.8,9.8,4.99,-21.2576713180399
13.8,9.8,5,-21.9012322161043
13.8,9.8,5.01,-22.5890771852395
13.8,9.8,5.02,-23.3236667390581
13.8,9.8,5.03,-24.1055691511257
13.8,9.8,5.04,-24.9313776284817
13.8,9.8,5.05,-25.7899891777748
13.8,9.8,5.06,-26.65642412545
13.8,9.8,5.07,-27.4830278359596
13.8,9.8,5.08,-28.1912039684814
13.8,9.8,5.09,-28.6745575646666
13.8,9.8,5.1,-28.8296312775795
13.8,9.8,5.11,-28.6100983908708
13.8,9.8,5.12,-28.0578205226488
13.8,9.8,5.13,-27.2746568849816
13.8,9.8,5.14,-26.3680258549508
13.8,9.8,5.15,-25.418397809004
13.8,9.8,5.16,-24.4750329057436
13.8,9.8,5.17,-23.5639907697438
13.8,9.8,5.18,-22.6970318880035
13.8,9.8,5.19,-21.8779521902711
13.8,9.8,5.2,-21.1064187444248
13.8,9.8,5.21,-20.3801230543198
13.8,9.8,5.22,-19.6959393751166
13.8,9.8,5.23,-19.0505269214009
13.8,9.8,5.24,-18.4406296335035
13.8,9.8,5.25,-17.863214162366
13.8,9.8,5.26,-17.3155227277667
13.8,9.8,5.27,-16.7950823154243
13.8,9.8,5.28,-16.2996925326295
13.8,9.8,5.29,-15.8274040450572
13.8,9.8,5.3,-15.3764938659139
13.8,9.8,5.31,-14.9454406955372
13.8,9.8,5.32,-14.5329018438714
13.8,9.8,5.33,-14.1376923743263
13.8,9.8,5.34,-13.7587666381048
13.8,9.8,5.35,-13.3952021321072
13.8,9.8,5.36,-13.0461855051683
13.8,9.8,5.37,-12.7110004978517
13.8,9.8,5.38,-12.3890175975647
13.8,9.8,5.39,-12.0796852052479
13.8,9.8,5.4,-11.7825221323691
13.8,9.8,5.41,-11.4971112721102
13.8,9.8,5.42,-11.2230943137425
13.8,9.8,5.43,-10.9601673929727
13.8,9.8,5.44,-10.7080775930351
13.8,9.8,5.45,-10.4666202314623
13.8,9.8,5.46,-10.2356368859428
13.8,9.8,5.47,-10.0150141297425
13.8,9.8,5.48,-9.80468296307348
13.8,9.8,5.49,-9.60461894179381
13.8,9.8,5.5,-9.41484301904966
13.8,9.8,5.51,-9.23542312895588
13.8,9.8,5.52,-9.06647655398362
13.8,9.8,5.53,-8.90817312892426
13.8,9.8,5.54,-8.76073934325167
13.8,9.8,5.55,-8.62446340890845
13.8,9.8,5.56,-8.49970135957434
13.8,9.8,5.57,-8.38688423656676
13.8,9.8,5.58,-8.2865263899414
13.8,9.8,5.59,-8.19923487252927
13.8,9.8,5.6,-8.12571981694628
13.8,9.8,5.61,-8.06680554270432
13.8,9.8,5.62,-8.02344191621762
13.8,9.8,5.63,-7.99671514385018
13.8,9.8,5.64,-7.98785666641455
13.8,9.8,5.65,-7.99824807475339
13.8,9.8,5.66,-8.02941889283817
13.8,9.8,5.67,-8.0830325716831
13.8,9.8,5.68,-8.16085399037132
13.8,9.8,5.69,-8.26468907511787
13.8,9.8,5.7,-8.39628381212272
13.8,9.8,5.71,-8.55716614752256
13.8,9.8,5.72,-8.74841070455028
13.8,9.8,5.73,-8.97030447919969
13.8,9.8,5.74,-9.22189490114315
13.8,9.8,5.75,-9.50041564743667
13.8,9.8,5.76,-9.80061945527581
13.8,9.8,5.77,-10.1141120817365
13.8,9.8,5.78,-10.4288837311618
13.8,9.8,5.79,-10.7293563938798
13.8,9.8,5.8,-10.997337071137
13.8,9.8,5.81,-11.2141510487288
13.8,9.8,5.82,-11.3637967094538
13.8,9.8,5.83,-11.436292589195
13.8,9.8,5.84,-11.4299197061194
13.8,9.8,5.85,-11.3513361173282
13.8,9.8,5.86,-11.2135504781423
13.8,9.8,5.87,-11.0327513801915
13.8,9.8,5.88,-10.8252668384068
13.8,9.8,5.89,-10.6054714766209
13.8,9.8,5.9,-10.3848034558705
13.8,9.8,5.91,-10.1716334349447
13.8,9.8,5.92,-9.97161812771622
13.8,9.8,5.93,-9.78824178678562
13.8,9.8,5.94,-9.6233660202163
13.8,9.8,5.95,-9.4777040659026
13.8,9.8,5.96,-9.35119468999628
13.8,9.8,5.97,-9.24328042065461
13.8,9.8,5.98,-9.15310621811989
13.8,9.8,5.99,-9.07965671699124
13.8,9.8,6,-9.02184820262278
13.8,10,3,-3.274382940176
13.8,10,3.01,-3.31777999523765
13.8,10,3.02,-3.36249407771055
13.8,10,3.03,-3.40855740157837
13.8,10,3.04,-3.45600102323925
13.8,10,3.05,-3.5048543441723
13.8,10,3.06,-3.5551445226813
13.8,10,3.07,-3.60689578301911
13.8,10,3.08,-3.66012860961045
13.8,10,3.09,-3.71485881378967
13.8,10,3.1,-3.7710964605864
13.8,10,3.11,-3.82884464379687
13.8,10,3.12,-3.88809809907964
13.8,10,3.13,-3.94884164736458
13.8,10,3.14,-4.01104846475606
13.8,10,3.15,-4.07467818067872
13.8,10,3.16,-4.13967481361534
13.8,10,3.17,-4.20596456378431
13.8,10,3.18,-4.27345349483289
13.8,10,3.19,-4.3420251523302
13.8,10,3.2,-4.41153818562447
13.8,10,3.21,-4.48182406132047
13.8,10,3.22,-4.55268498070552
13.8,10,3.23,-4.62389213886921
13.8,10,3.24,-4.69518448835147
13.8,10,3.25,-4.76626819249525
13.8,10,3.26,-4.83681697005199
13.8,10,3.27,-4.90647353902978
13.8,10,3.28,-4.97485235979646
13.8,10,3.29,-5.04154385047479
13.8,10,3.3,-5.10612019770046
13.8,10,3.31,-5.1681428103529
13.8,10,3.32,-5.22717136295771
13.8,10,3.33,-5.2827742527131
13.8,10,3.34,-5.33454015744502
13.8,10,3.35,-5.38209024364111
13.8,10,3.36,-5.42509045017029
13.8,10,3.37,-5.4632631824164
13.8,10,3.38,-5.49639771057608
13.8,10,3.39,-5.52435858789502
13.8,10,3.4,-5.54709149540308
13.8,10,3.41,-5.56462607544712
13.8,10,3.42,-5.57707552308725
13.8,10,3.43,-5.58463293976047
13.8,10,3.44,-5.587564690022
13.8,10,3.45,-5.58620121181037
13.8,10,3.46,-5.58092589017255
13.8,10,3.47,-5.57216269858928
13.8,10,3.48,-5.5603633359661
13.8,10,3.49,-5.54599454593618
13.8,10,3.5,-5.52952621116859
13.8,10,3.51,-5.5114206864012
13.8,10,3.52,-5.49212368869715
13.8,10,3.53,-5.47205691903979
13.8,10,3.54,-5.4516124592143
13.8,10,3.55,-5.43114888072766
13.8,10,3.56,-5.41098892245753
13.8,10,3.57,-5.391418541076
13.8,10,3.58,-5.3726871105275
13.8,10,3.59,-5.35500853970972
13.8,10,3.6,-5.33856308606371
13.8,10,3.61,-5.32349966211993
13.8,10,3.62,-5.30993845780762
13.8,10,3.63,-5.29797372995216
13.8,10,3.64,-5.28767663917333
13.8,10,3.65,-5.27909804150059
13.8,10,3.66,-5.27227116629833
13.8,10,3.67,-5.26721413296944
13.8,10,3.68,-5.26393227622148
13.8,10,3.69,-5.26242026356685
13.8,10,3.7,-5.26266399948991
13.8,10,3.71,-5.26464231874925
13.8,10,3.72,-5.26832847702049
13.8,10,3.73,-5.27369145094604
13.8,10,3.74,-5.28069706202974
13.8,10,3.75,-5.28930894003879
13.8,10,3.76,-5.29948934194084
13.8,10,3.77,-5.31119984215209
13.8,10,3.78,-5.32440190919267
13.8,10,3.79,-5.33905738289107
13.8,10,3.8,-5.355128865164
13.8,10,3.81,-5.3725800362083
13.8,10,3.82,-5.39137590673988
13.8,10,3.83,-5.41148301574345
13.8,10,3.84,-5.43286958208596
13.8,10,3.85,-5.4555056173131
13.8,10,3.86,-5.47936300600178
13.8,10,3.87,-5.5044155591853
13.8,10,3.88,-5.53063904560195
13.8,10,3.89,-5.55801120483785
13.8,10,3.9,-5.58651174583621
13.8,10,3.91,-5.61612233372132
13.8,10,3.92,-5.64682656743015
13.8,10,3.93,-5.6786099502497
13.8,10,3.94,-5.71145985501915
13.8,10,3.95,-5.74536548546409
13.8,10,3.96,-5.78031783488195
13.8,10,3.97,-5.81630964318578
13.8,10,3.98,-5.85333535313497
13.8,10,3.99,-5.89139106643035
13.8,10,4,-5.93047450022432
13.8,10,4.01,-5.9705849444912
13.8,10,4.02,-6.01172322061476
13.8,10,4.03,-6.05389164147795
13.8,10,4.04,-6.09709397328022
13.8,10,4.05,-6.14133539925997
13.8,10,4.06,-6.18662248546132
13.8,10,4.07,-6.23296314865407
13.8,10,4.08,-6.28036662649255
13.8,10,4.09,-6.32884344998176
13.8,10,4.1,-6.37840541830708
13.8,10,4.11,-6.42906557607582
13.8,10,4.12,-6.48083819301477
13.8,10,4.13,-6.53373874616733
13.8,10,4.14,-6.58778390463507
13.8,10,4.15,-6.64299151691339
13.8,10,4.16,-6.69938060087704
13.8,10,4.17,-6.75697133647982
13.8,10,4.18,-6.81578506124262
13.8,10,4.19,-6.8758442686158
13.8,10,4.2,-6.93717260931472
13.8,10,4.21,-6.99979489574226
13.8,10,4.22,-7.06373710962749
13.8,10,4.23,-7.12902641302734
13.8,10,4.24,-7.19569116285683
13.8,10,4.25,-7.26376092913329
13.8,10,4.26,-7.33326651714176
13.8,10,4.27,-7.40423999375251
13.8,10,4.28,-7.47671471814594
13.8,10,4.29,-7.5507253772278
13.8,10,4.3,-7.62630802604659
13.8,10,4.31,-7.70350013355639
13.8,10,4.32,-7.78234063410282
13.8,10,4.33,-7.8628699850468
13.8,10,4.34,-7.94513023098116
13.8,10,4.35,-8.02916507503969
13.8,10,4.36,-8.11501995784625
13.8,10,4.37,-8.20274214470523
13.8,10,4.38,-8.29238082169326
13.8,10,4.39,-8.38398720137689
13.8,10,4.4,-8.47761463895337
13.8,10,4.41,-8.57331875969147
13.8,10,4.42,-8.67115759863902
13.8,10,4.43,-8.77119175366342
13.8,10,4.44,-8.87348455300402
13.8,10,4.45,-8.97810223864079
13.8,10,4.46,-9.08511416692607
13.8,10,4.47,-9.19459302808671
13.8,10,4.48,-9.30661508638521
13.8,10,4.49,-9.42126044293548
13.8,10,4.5,-9.5386133234028
13.8,10,4.51,-9.65876239308601
13.8,10,4.52,-9.78180110218514
13.8,10,4.53,-9.9078280644093
13.8,10,4.54,-10.0369474724814
13.8,10,4.55,-10.1692695545605
13.8,10,4.56,-10.3049110761376
13.8,10,4.57,-10.4439958925793
13.8,10,4.58,-10.5866555582126
13.8,10,4.59,-10.7330299986779
13.8,10,4.6,-10.8832682542535
13.8,10,4.61,-11.0375293029914
13.8,10,4.62,-11.1959829738413
13.8,10,4.63,-11.3588109615128
13.8,10,4.64,-11.5262079566772
13.8,10,4.65,-11.6983829073113
13.8,10,4.66,-11.8755604295899
13.8,10,4.67,-12.057982389849
13.8,10,4.68,-12.245909682862
13.8,10,4.69,-12.439624236141
13.8,10,4.7,-12.6394312753741
13.8,10,4.71,-12.8456618926298
13.8,10,4.72,-13.0586759669111
13.8,10,4.73,-13.2788654963335
13.8,10,4.74,-13.5066584131105
13.8,10,4.75,-13.7425229672069
13.8,10,4.76,-13.9869727827103
13.8,10,4.77,-14.2405727136258
13.8,10,4.78,-14.503945654168
13.8,10,4.79,-14.7777804943367
13.8,10,4.8,-15.0628414567688
13.8,10,4.81,-15.3599791084107
13.8,10,4.82,-15.6701434142205
13.8,10,4.83,-15.9943992949412
13.8,10,4.84,-16.3339452736955
13.8,10,4.85,-16.6901359557171
13.8,10,4.86,-17.0645092938714
13.8,10,4.87,-17.4588198653739
13.8,10,4.88,-17.8750797424599
13.8,10,4.89,-18.315609006472
13.8,10,4.9,-18.7830985588035
13.8,10,4.91,-19.2806886476458
13.8,10,4.92,-19.8120674580997
13.8,10,4.93,-20.3815951332781
13.8,10,4.94,-20.9944594333088
13.8,10,4.95,-21.6568691061315
13.8,10,4.96,-22.3762878253583
13.8,10,4.97,-23.1616997569793
13.8,10,4.98,-24.0238632064895
13.8,10,4.99,-24.9754139732485
13.8,10,5,-26.0304252305705
13.8,10,5.01,-27.2023480943314
13.8,10,5.02,-28.4974510115419
13.8,10,5.03,-29.8964331467842
13.8,10,5.04,-31.3089539962646
13.8,10,5.05,-32.491518604461
13.8,10,5.06,-33.0251111971287
13.8,10,5.07,-32.6153009560965
13.8,10,5.08,-31.458894618283
13.8,10,5.09,-29.9876100721652
13.8,10,5.1,-28.4908260053836
13.8,10,5.11,-27.0861380653228
13.8,10,5.12,-25.8038855452548
13.8,10,5.13,-24.641468602361
13.8,10,5.14,-23.586324245375
13.8,10,5.15,-22.6243231082672
13.8,10,5.16,-21.7425072495623
13.8,10,5.17,-20.9297686395458
13.8,10,5.18,-20.1768216327656
13.8,10,5.19,-19.4759664356383
13.8,10,5.2,-18.8208206735502
13.8,10,5.21,-18.206076958828
13.8,10,5.22,-17.6273005360378
13.8,10,5.23,-17.0807657971145
13.8,10,5.24,-16.5633259448469
13.8,10,5.25,-16.0723095030628
13.8,10,5.26,-15.6054380884758
13.8,10,5.27,-15.1607608751632
13.8,10,5.28,-14.736602145264
13.8,10,5.29,-14.3315191265115
13.8,10,5.3,-13.9442679596149
13.8,10,5.31,-13.5737761378285
13.8,10,5.32,-13.2191201452795
13.8,10,5.33,-12.8795073156389
13.8,10,5.34,-12.5542611598361
13.8,10,5.35,-12.2428095875114
13.8,10,5.36,-11.9446755845592
13.8,10,5.37,-11.6594700181694
13.8,10,5.38,-11.3868863284817
13.8,10,5.39,-11.1266969377978
13.8,10,5.4,-10.8787512682788
13.8,10,5.41,-10.6429753101041
13.8,10,5.42,-10.4193727261636
13.8,10,5.43,-10.2080275175945
13.8,10,5.44,-10.009108307039
13.8,10,5.45,-9.82287432248852
13.8,10,5.46,-9.64968318169218
13.8,10,5.47,-9.49000058110652
13.8,10,5.48,-9.3444119773444
13.8,10,5.49,-9.21363630231319
13.8,10,5.5,-9.09854165966479
13.8,10,5.51,-9.00016278634577
13.8,10,5.52,-8.91971979539424
13.8,10,5.53,-8.85863729777797
13.8,10,5.54,-8.81856236799139
13.8,10,5.55,-8.80137888544417
13.8,10,5.56,-8.8092144428354
13.8,10,5.57,-8.84443413154368
13.8,10,5.58,-8.9096129430289
13.8,10,5.59,-9.00747511598432
13.8,10,5.6,-9.14078440705092
13.8,10,5.61,-9.31216399914144
13.8,10,5.62,-9.52381894546009
13.8,10,5.63,-9.77712877807005
13.8,10,5.64,-10.0720758770937
13.8,10,5.65,-10.4064823234851
13.8,10,5.66,-10.775056088207
13.8,10,5.67,-11.1683171408009
13.8,10,5.68,-11.5716127366751
13.8,10,5.69,-11.9646522092378
13.8,10,5.7,-12.3222345996413
13.8,10,5.71,-12.6168832755381
13.8,10,5.72,-12.8235658641727
13.8,10,5.73,-12.9254133152389
13.8,10,5.74,-12.9180631741846
13.8,10,5.75,-12.8103497353788
13.8,10,5.76,-12.6210174259844
13.8,10,5.77,-12.3733636543496
13.8,10,5.78,-12.0903097071272
13.8,10,5.79,-11.7913309239939
13.8,10,5.8,-11.491317177224
13.8,10,5.81,-11.2007275531791
13.8,10,5.82,-10.9263491932986
13.8,10,5.83,-10.6721957755476
13.8,10,5.84,-10.4403155288306
13.8,10,5.85,-10.231431567916
13.8,10,5.86,-10.0454138200211
13.8,10,5.87,-9.88161080782471
13.8,10,5.88,-9.7390750064606
13.8,10,5.89,-9.61671152709074
13.8,10,5.9,-9.51337338771756
13.8,10,5.91,-9.42792044517607
13.8,10,5.92,-9.35925406634834
13.8,10,5.93,-9.30633588517759
13.8,10,5.94,-9.26819632227439
13.8,10,5.95,-9.24393668205532
13.8,10,5.96,-9.23272736462786
13.8,10,5.97,-9.23380386198839
13.8,10,5.98,-9.24646162328141
13.8,10,5.99,-9.27005048197803
13.8,10,6,-9.3039690766279
14,8,3,-2.76597334464426
14,8,3.01,-2.78972470553319
14,8,3.02,-2.81385192328802
14,8,3.03,-2.83836215098552
14,8,3.04,-2.86326278511341
14,8,3.05,-2.88856147718468
14,8,3.06,-2.91426614577682
14,8,3.07,-2.94038498900473
14,8,3.08,-2.96692649743542
14,8,3.09,-2.99389946745171
14,8,3.1,-3.02131301507061
14,8,3.11,-3.04917659022125
14,8,3.12,-3.07749999148463
14,8,3.13,-3.10629338129637
14,8,3.14,-3.13556730161019
14,8,3.15,-3.16533269001774
14,8,3.16,-3.1956008963165
14,8,3.17,-3.22638369951357
14,8,3.18,-3.25769332524866
14,8,3.19,-3.28954246361405
14,8,3.2,-3.32194428734299
14,8,3.21,-3.35491247033086
14,8,3.22,-3.38846120644526
14,8,3.23,-3.42260522857122
14,8,3.24,-3.45735982782728
14,8,3.25,-3.49274087287523
14,8,3.26,-3.52876482923246
14,8,3.27,-3.56544877847894
14,8,3.28,-3.60281043723307
14,8,3.29,-3.64086817574884
14,8,3.3,-3.67964103596324
14,8,3.31,-3.71914874879564
14,8,3.32,-3.75941175047004
14,8,3.33,-3.8004511975966
14,8,3.34,-3.84228898070972
14,8,3.35,-3.88494773591562
14,8,3.36,-3.92845085425328
14,8,3.37,-3.97282248831635
14,8,3.38,-4.01808755562189
14,8,3.39,-4.06427173814129
14,8,3.4,-4.11140147733132
14,8,3.41,-4.15950396391594
14,8,3.42,-4.20860712157303
14,8,3.43,-4.25873958357287
14,8,3.44,-4.30993066129663
14,8,3.45,-4.36221030343228
14,8,3.46,-4.41560904450147
14,8,3.47,-4.47015794121358
14,8,3.48,-4.52588849497147
14,8,3.49,-4.58283255866714
14,8,3.5,-4.64102222570505
14,8,3.51,-4.70048969897549
14,8,3.52,-4.76126713727221
14,8,3.53,-4.82338647640799
14,8,3.54,-4.88687922203208
14,8,3.55,-4.95177621089737
14,8,3.56,-5.01810733706802
14,8,3.57,-5.08590123930648
14,8,3.58,-5.15518494564091
