"Height [mm]","Radius [mm]","Freq [GHz]","dB(S(1,1)) []"
13,8.4,4.63,-7.87353123787903
13,8.4,4.64,-7.92931559630081
13,8.4,4.65,-7.98645583808002
13,8.4,4.66,-8.04495310768642
13,8.4,4.67,-8.10480968700801
13,8.4,4.68,-8.16602899978086
13,8.4,4.69,-8.22861561948598
13,8.4,4.7,-8.2925752808558
13,8.4,4.71,-8.35791489513485
13,8.4,4.72,-8.42464256924445
13,8.4,4.73,-8.49276762900672
13,8.4,4.74,-8.56230064659302
13,8.4,4.75,-8.6332534723718
13,8.4,4.76,-8.70563927134391
13,8.4,4.77,-8.77947256436863
13,8.4,4.78,-8.85476927440002
13,8.4,4.79,-8.9315467779739
13,8.4,4.8,-9.0098239622064
13,8.4,4.81,-9.0896212875911
13,8.4,4.82,-9.1709608569084
13,8.4,4.83,-9.25386649059265
13,8.4,4.84,-9.33836380893644
13,8.4,4.85,-9.42448032155037
13,8.4,4.86,-9.51224552453995
13,8.4,4.87,-9.6016910059082
13,8.4,4.88,-9.69285055974789
13,8.4,4.89,-9.78576030984528
13,8.4,4.9,-9.88045884338601
13,8.4,4.91,-9.97698735552762
13,8.4,4.92,-10.0753898056881
13,8.4,4.93,-10.1757130864945
13,8.4,4.94,-10.2780072064408
13,8.4,4.95,-10.3823254874275
13,8.4,4.96,-10.4887247784858
13,8.4,4.97,-10.5972656871481
13,8.4,4.98,-10.7080128300954
13,8.4,4.99,-10.8210351049127
13,8.4,5,-10.9364059850068
13,8.4,5.01,-11.054203839996
13,8.4,5.02,-11.1745122841749
13,8.4,5.03,-11.2974205559928
13,8.4,5.04,-11.4230239318674
13,8.4,5.05,-11.5514241781002
13,8.4,5.06,-11.6827300451697
13,8.4,5.07,-11.8170578092705
13,8.4,5.08,-11.954531866652
13,8.4,5.09,-12.0952853871098
13,8.4,5.1,-12.2394610339119
13,8.4,5.11,-12.3872117585335
13,8.4,5.12,-12.5387016798535
13,8.4,5.13,-12.694107058974
13,8.4,5.14,-12.853617382602
13,8.4,5.15,-13.0174365700514
13,8.4,5.16,-13.1857843214337
13,8.4,5.17,-13.3588976276143
13,8.4,5.18,-13.5370324661191
13,8.4,5.19,-13.7204657115183
13,8.4,5.2,-13.909497294079
13,8.4,5.21,-14.1044526468648
13,8.4,5.22,-14.3056854892767
13,8.4,5.23,-14.5135810046126
13,8.4,5.24,-14.7285594810592
13,8.4,5.25,-14.9510805002146
13,8.4,5.26,-15.1816477755731
13,8.4,5.27,-15.4208147664315
13,8.4,5.28,-15.669191221791
13,8.4,5.29,-15.9274508458843
13,8.4,5.3,-16.1963403244863
13,8.4,5.31,-16.4766900125662
13,8.4,5.32,-16.769426663847
13,8.4,5.33,-17.0755886879697
13,8.4,5.34,-17.3963445604105
13,8.4,5.35,-17.7330151970847
13,8.4,5.36,-18.0871013584053
13,8.4,5.37,-18.4603174936416
13,8.4,5.38,-18.8546339158226
13,8.4,5.39,-19.2723298700124
13,8.4,5.4,-19.716061014271
13,8.4,5.41,-20.1889462125957
13,8.4,5.42,-20.6946805606449
13,8.4,5.43,-21.2376845739327
13,8.4,5.44,-21.8233040207351
13,8.4,5.45,-22.458081883411
13,8.4,5.46,-23.1501348630114
13,8.4,5.47,-23.9096841049059
13,8.4,5.48,-24.7498171513484
13,8.4,5.49,-25.687600527993
13,8.4,5.5,-26.7457228009682
13,8.4,5.51,-27.9549074629991
13,8.4,5.52,-29.3572532282903
13,8.4,5.53,-31.0096764370586
13,8.4,5.54,-32.9807542857789
13,8.4,5.55,-35.3023721958068
13,8.4,5.56,-37.6917334008194
13,8.4,5.57,-38.7950408901857
13,8.4,5.58,-37.3639265658227
13,8.4,5.59,-34.844401111485
13,8.4,5.6,-32.457191972243
13,8.4,5.61,-30.4236121953493
13,8.4,5.62,-28.7019082995819
13,8.4,5.63,-27.2239660147139
13,8.4,5.64,-25.9345581590909
13,8.4,5.65,-24.7930069097883
13,8.4,5.66,-23.7696241278584
13,8.4,5.67,-22.8424613400282
13,8.4,5.68,-21.9949882119935
13,8.4,5.69,-21.2145149196045
13,8.4,5.7,-20.4911231258498
13,8.4,5.71,-19.8169326873757
13,8.4,5.72,-19.1855899404886
13,8.4,5.73,-18.5919040151343
13,8.4,5.74,-18.0315836891687
13,8.4,5.75,-17.5010437519986
13,8.4,5.76,-16.9972602768561
13,8.4,5.77,-16.5176608913045
13,8.4,5.78,-16.0600404931147
13,8.4,5.79,-15.6224957436217
13,8.4,5.8,-15.203373612214
13,8.4,5.81,-14.8012305731672
13,8.4,5.82,-14.4147999775907
13,8.4,5.83,-14.0429657722035
13,8.4,5.84,-13.6847411997781
13,8.4,5.85,-13.3392514507761
13,8.4,5.86,-13.0057194803795
13,8.4,5.87,-12.6834543859094
13,8.4,5.88,-12.37184187451
13,8.4,5.89,-12.0703364524445
13,8.4,5.9,-11.7784550442309
13,8.4,5.91,-11.4957718083671
13,8.4,5.92,-11.2219139610611
13,8.4,5.93,-10.9565584534039
13,8.4,5.94,-10.6994293731479
13,8.4,5.95,-10.4502959613908
13,8.4,5.96,-10.2089711482447
13,8.4,5.97,-9.97531052091397
13,8.4,5.98,-9.74921164318557
13,8.4,5.99,-9.53061364767862
13,8.4,6,-9.31949702172014
13,8.6,3,-2.82157707272665
13,8.6,3.01,-2.84776799386265
13,8.6,3.02,-2.87443951410828
13,8.6,3.03,-2.90160403293165
13,8.6,3.04,-2.92927449727149
13,8.6,3.05,-2.95746442687114
13,8.6,3.06,-2.98618794048947
13,8.6,3.07,-3.01545978297529
13,8.6,3.08,-3.04529535318278
13,8.6,3.09,-3.07571073269342
13,8.6,3.1,-3.10672271529697
13,8.6,3.11,-3.13834883716758
13,8.6,3.12,-3.17060740765271
13,8.6,3.13,-3.20351754056997
13,8.6,3.14,-3.23709918588177
13,8.6,3.15,-3.27137316158693
13,8.6,3.16,-3.30636118563387
13,8.6,3.17,-3.34208590761877
13,8.6,3.18,-3.37857093998534
13,8.6,3.19,-3.41584088838786
13,8.6,3.2,-3.45392138081648
13,8.6,3.21,-3.49283909501078
13,8.6,3.22,-3.53262178360449
13,8.6,3.23,-3.57329829634827
13,8.6,3.24,-3.61489859864762
13,8.6,3.25,-3.65745378552781
13,8.6,3.26,-3.70099608999451
13,8.6,3.27,-3.74555888459611
13,8.6,3.28,-3.79117667480876
13,8.6,3.29,-3.83788508265637
13,8.6,3.3,-3.88572081874127
13,8.6,3.31,-3.934721640596
13,8.6,3.32,-3.98492629496852
13,8.6,3.33,-4.03637444132117
13,8.6,3.34,-4.08910655345386
13,8.6,3.35,-4.14316379575407
13,8.6,3.36,-4.1985878701276
13,8.6,3.37,-4.25542082917519
13,8.6,3.38,-4.31370485065195
13,8.6,3.39,-4.37348196768127
13,8.6,3.4,-4.43479374859903
13,8.6,3.41,-4.49768091968484
13,8.6,3.42,-4.56218292340902
13,8.6,3.43,-4.62833740420407
13,8.6,3.44,-4.69617961318443
13,8.6,3.45,-4.76574172272139
13,8.6,3.46,-4.83705204137599
13,8.6,3.47,-4.91013411945992
13,8.6,3.48,-4.98500573550453
13,8.6,3.49,-5.06167775426334
13,8.6,3.5,-5.14015284766323
13,8.6,3.51,-5.22042407148918
13,8.6,3.52,-5.30247329269302
13,8.6,3.53,-5.38626946524039
13,8.6,3.54,-5.4717667565551
13,8.6,3.55,-5.55890253210616
13,8.6,3.56,-5.64759521273729
13,8.6,3.57,-5.7377420281787
13,8.6,3.58,-5.82921670099276
13,8.6,3.59,-5.92186710810601
13,8.6,3.6,-6.01551298207775
13,8.6,3.61,-6.10994373118862
13,8.6,3.62,-6.20491647590168
13,8.6,3.63,-6.30015441854162
13,8.6,3.64,-6.39534568204908
13,8.6,3.65,-6.4901427708322
13,8.6,3.66,-6.58416281999252
13,8.6,3.67,-6.67698880599738
13,8.6,3.68,-6.76817188926474
13,8.6,3.69,-6.85723504398944
13,8.6,3.7,-6.94367809989627
13,8.6,3.71,-7.02698427210943
13,8.6,3.72,-7.10662818787091
13,8.6,3.73,-7.18208533320188
13,8.6,3.74,-7.25284274206252
13,8.6,3.75,-7.31841064129971
13,8.6,3.76,-7.37833465575727
13,8.6,3.77,-7.43220808081398
13,8.6,3.78,-7.47968365697639
13,8.6,3.79,-7.5204842451388
13,8.6,3.8,-7.55441181128873
13,8.6,3.81,-7.5813541906921
13,8.6,3.82,-7.60128921267107
13,8.6,3.83,-7.61428591995849
13,8.6,3.84,-7.62050279713793
13,8.6,3.85,-7.62018311248359
13,8.6,3.86,-7.61364765676114
13,8.6,3.87,-7.60128531301785
13,8.6,3.88,-7.58354199921755
13,8.6,3.89,-7.56090858308689
13,8.6,3.9,-7.5339083748322
13,8.6,3.91,-7.50308476370467
13,8.6,3.92,-7.46898948854744
13,8.6,3.93,-7.43217193276265
13,8.6,3.94,-7.39316972332663
13,8.6,3.95,-7.35250080299686
13,8.6,3.96,-7.31065704370677
13,8.6,3.97,-7.26809938340763
13,8.6,3.98,-7.225254401458
13,8.6,3.99,-7.18251219975164
13,8.6,4,-7.14022542690865
13,8.6,4.01,-7.09870926860497
13,8.6,4.02,-7.05824222544335
13,8.6,4.03,-7.01906750749632
13,8.6,4.04,-6.98139488880367
13,8.6,4.05,-6.94540288310842
13,8.6,4.06,-6.91124112188875
13,8.6,4.07,-6.87903283571245
13,8.6,4.08,-6.84887735899969
13,8.6,4.09,-6.82085259571268
13,8.6,4.1,-6.79501739890434
13,8.6,4.11,-6.7714138302935
13,8.6,4.12,-6.75006927710681
13,8.6,4.13,-6.73099841246197
13,8.6,4.14,-6.71420499275788
13,8.6,4.15,-6.69968349110901
13,8.6,4.16,-6.68742057005067
13,8.6,4.17,-6.67739639977478
13,8.6,4.18,-6.66958583024359
13,8.6,4.19,-6.6639594268592
13,8.6,4.2,-6.66048438010204
13,8.6,4.21,-6.65912529983091
13,8.6,4.22,-6.65984490487571
13,8.6,4.23,-6.66260461824429
13,8.6,4.24,-6.66736507778538
13,8.6,4.25,-6.67408657155648
13,8.6,4.26,-6.68272940648796
13,8.6,4.27,-6.69325421824619
13,8.6,4.28,-6.70562222950602
13,8.6,4.29,-6.71979546316456
13,8.6,4.3,-6.73573691637865
13,8.6,4.31,-6.75341070069427
13,8.6,4.32,-6.77278215296468
13,8.6,4.33,-6.79381792122662
13,8.6,4.34,-6.81648602922151
13,8.6,4.35,-6.84075592281137
13,8.6,4.36,-6.86659850114376
13,8.6,4.37,-6.89398613506657
13,8.6,4.38,-6.92289267497682
13,8.6,4.39,-6.953293450007
13,8.6,4.4,-6.98516526020324
13,8.6,4.41,-7.01848636313062
13,8.6,4.42,-7.05323645614732
13,8.6,4.43,-7.08939665542057
13,8.6,4.44,-7.12694947260927
13,8.6,4.45,-7.16587879000934
13,8.6,4.46,-7.206169834846
13,8.6,4.47,-7.24780915330039
13,8.6,4.48,-7.29078458477408
13,8.6,4.49,-7.33508523682335
13,8.6,4.5,-7.38070146113327
13,8.6,4.51,-7.42762483084946
13,8.6,4.52,-7.47584811954036
13,8.6,4.53,-7.52536528202586
13,8.6,4.54,-7.5761714372762
13,8.6,4.55,-7.62826285355973
13,8.6,4.56,-7.68163693599629
13,8.6,4.57,-7.73629221665634
13,8.6,4.58,-7.79222834733286
13,8.6,4.59,-7.84944609510236
13,8.6,4.6,-7.90794734078526
13,8.6,4.61,-7.96773508041069
13,8.6,4.62,-8.02881342978907
13,8.6,4.63,-8.09118763229643
13,8.6,4.64,-8.15486406997563
13,8.6,4.65,-8.21985027806498
13,8.6,4.66,-8.28615496306965
13,8.6,4.67,-8.35378802449983
13,8.6,4.68,-8.42276058040816
13,8.6,4.69,-8.49308499687092
13,8.6,4.7,-8.56477492156984
13,8.6,4.71,-8.6378453216462
13,8.6,4.72,-8.71231252601611
13,8.6,4.73,-8.78819427235338
13,8.6,4.74,-8.86550975896876
13,8.6,4.75,-8.94427970183608
13,8.6,4.76,-9.02452639704281
13,8.6,4.77,-9.10627378897051
13,8.6,4.78,-9.18954754454255
13,8.6,4.79,-9.27437513391211
13,8.6,4.8,-9.3607859180021
13,8.6,4.81,-9.44881124335246
13,8.6,4.82,-9.53848454477867
13,8.6,4.83,-9.62984145639903
13,8.6,4.84,-9.72291993164857
13,8.6,4.85,-9.81776037296407
13,8.6,4.86,-9.91440577190047
13,8.6,4.87,-10.0129018605219
13,8.6,4.88,-10.1132972750061
13,8.6,4.89,-10.2156437325054
13,8.6,4.9,-10.3199962224289
13,8.6,4.91,-10.4264132134422
13,8.6,4.92,-10.5349568776369
13,8.6,4.93,-10.6456933334898
13,8.6,4.94,-10.7586929094324
13,8.6,4.95,-10.8740304300692
13,8.6,4.96,-10.9917855273398
13,8.6,4.97,-11.1120429792076
13,8.6,4.98,-11.2348930787898
13,8.6,4.99,-11.3604320372248
13,8.6,5,-11.4887624240086
13,8.6,5.01,-11.6199936490376
13,8.6,5.02,-11.7542424911789
13,8.6,5.03,-11.8916336788645
13,8.6,5.04,-12.0323005289927
13,8.6,5.05,-12.1763856513372
13,8.6,5.06,-12.3240417267346
13,8.6,5.07,-12.4754323685825
13,8.6,5.08,-12.630733078655
13,8.6,5.09,-12.7901323099966
13,8.6,5.1,-12.9538326517202
13,8.6,5.11,-13.1220521530031
13,8.6,5.12,-13.2950258065111
13,8.6,5.13,-13.4730072150078
13,8.6,5.14,-13.6562704691439
13,8.6,5.15,-13.8451122695487
13,8.6,5.16,-14.0398543325675
13,8.6,5.17,-14.2408461265794
13,8.6,5.18,-14.4484679951331
13,8.6,5.19,-14.6631347346063
13,8.6,5.2,-14.8852997082951
13,8.6,5.21,-15.1154595965426
13,8.6,5.22,-15.354159904701
13,8.6,5.23,-15.6020013787129
13,8.6,5.24,-15.8596475136419
13,8.6,5.25,-16.127833385946
13,8.6,5.26,-16.4073760988667
13,8.6,5.27,-16.699187206381
13,8.6,5.28,-17.0042875807927
13,8.6,5.29,-17.3238253206577
13,8.6,5.3,-17.6590974712646
13,8.6,5.31,-18.011576566283
13,8.6,5.32,-18.3829433209049
13,8.6,5.33,-18.7751272495022
13,8.6,5.34,-19.1903575971061
13,8.6,5.35,-19.6312278424654
13,8.6,5.36,-20.1007782697845
13,8.6,5.37,-20.602602897802
13,8.6,5.38,-21.1409896780608
13,8.6,5.39,-21.7211067613955
13,8.6,5.4,-22.3492534490542
13,8.6,5.41,-23.0332031954511
13,8.6,5.42,-23.7826791213562
13,8.6,5.43,-24.6100215061808
13,8.6,5.44,-25.5311317695864
13,8.6,5.45,-26.5667998820664
13,8.6,5.46,-27.7444945725962
13,8.6,5.47,-29.1004080899853
13,8.6,5.48,-30.6800939921844
13,8.6,5.49,-32.5294361762081
13,8.6,5.5,-34.6389306995914
13,8.6,5.51,-36.7074151561693
13,8.6,5.52,-37.6683547360631
13,8.6,5.53,-36.5802902036162
13,8.6,5.54,-34.4029503564192
13,8.6,5.55,-32.1926139732024
13,8.6,5.56,-30.2437724166516
13,8.6,5.57,-28.564416950165
13,8.6,5.58,-27.1085658174637
13,8.6,5.59,-25.830840294913
13,8.6,5.6,-24.6952441758343
13,8.6,5.61,-23.6744806420848
13,8.6,5.62,-22.7479058678551
13,8.6,5.63,-21.8997446521674
13,8.6,5.64,-21.1177686461143
13,8.6,5.65,-20.3923565946405
13,8.6,5.66,-19.7158298088402
13,8.6,5.67,-19.0819787029872
13,8.6,5.68,-18.4857212150341
13,8.6,5.69,-17.9228528553636
13,8.6,5.7,-17.3898611540619
13,8.6,5.71,-16.8837859816646
13,8.6,5.72,-16.4021130053016
13,8.6,5.73,-15.942691409417
13,8.6,5.74,-15.5036696203516
13,8.6,5.75,-15.0834445569849
13,8.6,5.76,-14.6806211631749
13,8.6,5.77,-14.2939798422439
13,8.6,5.78,-13.9224500273149
13,8.6,5.79,-13.5650885620771
13,8.6,5.8,-13.221061886886
13,8.6,5.81,-12.8896312604686
13,8.6,5.82,-12.5701404222411
13,8.6,5.83,-12.2620052312474
13,8.6,5.84,-11.9647049168384
13,8.6,5.85,-11.6777746518504
13,8.6,5.86,-11.4007992172274
13,8.6,5.87,-11.1334075721371
13,8.6,5.88,-10.8752681788402
13,8.6,5.89,-10.6260849592388
13,8.6,5.9,-10.3855937819111
13,8.6,5.91,-10.1535593958399
13,8.6,5.92,-9.92977274096626
13,8.6,5.93,-9.71404857689776
13,8.6,5.94,-9.50622338016471
13,8.6,5.95,-9.30615346779503
13,8.6,5.96,-9.11371331102527
13,8.6,5.97,-8.92879400796354
13,8.6,5.98,-8.75130188818689
13,8.6,5.99,-8.58115722577543
13,8.6,6,-8.41829304029593
13,8.8,3,-2.82512672557487
13,8.8,3.01,-2.85221340307228
13,8.8,3.02,-2.87984231853012
13,8.8,3.03,-2.90802857449295
13,8.8,3.04,-2.93678792793784
13,8.8,3.05,-2.96613682078292
13,8.8,3.06,-2.99609241116701
13,8.8,3.07,-3.02667260541248
13,8.8,3.08,-3.0578960905594
13,8.8,3.09,-3.08978236732995
13,8.8,3.1,-3.12235178334872
13,8.8,3.11,-3.1556255664048
13,8.8,3.12,-3.18962585749566
13,8.8,3.13,-3.22437574333938
13,8.8,3.14,-3.25989928797941
13,8.8,3.15,-3.296221563034
13,8.8,3.16,-3.33336867605907
13,8.8,3.17,-3.37136779639687
13,8.8,3.18,-3.410247177772
13,8.8,3.19,-3.45003617676857
13,8.8,3.2,-3.49076526617627
13,8.8,3.21,-3.53246604202543
13,8.8,3.22,-3.57517122294027
13,8.8,3.23,-3.61891464022186
13,8.8,3.24,-3.66373121682551
13,8.8,3.25,-3.70965693311785
13,8.8,3.26,-3.75672877698438
13,8.8,3.27,-3.80498467550436
13,8.8,3.28,-3.85446340501582
13,8.8,3.29,-3.90520447595414
13,8.8,3.3,-3.95724798836366
13,8.8,3.31,-4.01063445345074
13,8.8,3.32,-4.06540457596966
13,8.8,3.33,-4.12159899161277
13,8.8,3.34,-4.17925795291819
13,8.8,3.35,-4.23842095652199
13,8.8,3.36,-4.29912630388042
13,8.8,3.37,-4.36141058689322
13,8.8,3.38,-4.42530808919795
13,8.8,3.39,-4.49085009331854
13,8.8,3.4,-4.55806408338788
13,8.8,3.41,-4.6269728328923
13,8.8,3.42,-4.69759336688842
13,8.8,3.43,-4.76993578852656
13,8.8,3.44,-4.84400196060833
13,8.8,3.45,-4.91978403446604
13,8.8,3.46,-4.99726282086167
13,8.8,3.47,-5.07640600107478
13,8.8,3.48,-5.15716618111824
13,8.8,3.49,-5.23947879834084
13,8.8,3.5,-5.32325989780354
13,8.8,3.51,-5.40840380599192
13,8.8,3.52,-5.49478074184183
13,8.8,3.53,-5.58223441980964
13,8.8,3.54,-5.67057971676295
13,8.8,3.55,-5.75960049353524
13,8.8,3.56,-5.84904768250469
13,8.8,3.57,-5.93863777356091
13,8.8,3.58,-6.02805185086588
13,8.8,3.59,-6.1169353499082
13,8.8,3.6,-6.20489871593627
13,8.8,3.61,-6.29151914786958
13,8.8,3.62,-6.37634360281808
13,8.8,3.63,-6.45889321194381
13,8.8,3.64,-6.53866921556885
13,8.8,3.65,-6.61516046222702
13,8.8,3.66,-6.68785243262424
13,8.8,3.67,-6.75623764758953
13,8.8,3.68,-6.8198272045382
13,8.8,3.69,-6.87816306851087
13,8.8,3.7,-6.93083063323979
13,8.8,3.71,-6.97747097859723
13,8.8,3.72,-7.01779219705195
13,8.8,3.73,-7.0515791551905
13,8.8,3.74,-7.07870110429139
13,8.8,3.75,-7.09911665728218
13,8.8,3.76,-7.11287580159096
13,8.8,3.77,-7.12011880467197
13,8.8,3.78,-7.12107207213048
13,8.8,3.79,-7.11604121562513
13,8.8,3.8,-7.10540175821956
13,8.8,3.81,-7.08958803188619
13,8.8,3.82,-7.06908089526442
13,8.8,3.83,-7.04439491691972
13,8.8,3.84,-7.01606563474416
13,8.8,3.85,-6.9846374258219
13,8.8,3.86,-6.95065241636011
13,8.8,3.87,-6.91464074233622
13,8.8,3.88,-6.87711235134505
13,8.8,3.89,-6.83855042517967
13,8.8,3.9,-6.79940640811944
13,8.8,3.91,-6.76009655159813
13,8.8,3.92,-6.72099983287328
13,8.8,3.93,-6.68245707230937
13,8.8,3.94,-6.64477105827416
13,8.8,3.95,-6.60820748704291
13,8.8,3.96,-6.57299653393783
13,8.8,3.97,-6.53933488784776
13,8.8,3.98,-6.50738810137437
13,8.8,3.99,-6.47729313080058
13,8.8,4,-6.44916096211658
13,8.8,4.01,-6.42307924024126
13,8.8,4.02,-6.39911483756586
13,8.8,4.03,-6.37731631460613
13,8.8,4.04,-6.35771623973002
13,8.8,4.05,-6.34033334667157
13,8.8,4.06,-6.32517451801296
13,8.8,4.07,-6.31223659024774
13,8.8,4.08,-6.30150798169985
13,8.8,4.09,-6.29297014873438
13,8.8,4.1,-6.28659887862027
13,8.8,4.11,-6.28236542932934
13,8.8,4.12,-6.2802375276897
13,8.8,4.13,-6.28018023783643
13,8.8,4.14,-6.2821567119681
13,8.8,4.15,-6.28612883514953
13,8.8,4.16,-6.29205777539946
13,8.8,4.17,-6.2999044496449
13,8.8,4.18,-6.3096299153745
13,8.8,4.19,-6.32119569702767
13,8.8,4.2,-6.33456405534908
13,8.8,4.21,-6.34969820714522
13,8.8,4.22,-6.36656250211795
13,8.8,4.23,-6.38512256273119
13,8.8,4.24,-6.40534539239791
13,8.8,4.25,-6.42719945665918
13,8.8,4.26,-6.45065474146589
13,8.8,4.27,-6.47568279216653
13,8.8,4.28,-6.50225673634844
13,8.8,4.29,-6.53035129327313
13,8.8,4.3,-6.55994277228475
13,8.8,4.31,-6.59100906225089
13,8.8,4.32,-6.62352961381373
13,8.8,4.33,-6.65748541598248
13,8.8,4.34,-6.69285896838215
13,8.8,4.35,-6.72963425028605
13,8.8,4.36,-6.76779668739593
13,8.8,4.37,-6.80733311719286
13,8.8,4.38,-6.84823175355967
13,8.8,4.39,-6.89048215127181
13,8.8,4.4,-6.93407517086315
13,8.8,4.41,-6.97900294429743
13,8.8,4.42,-7.02525884181077
13,8.8,4.43,-7.07283744023587
13,8.8,4.44,-7.12173449307263
13,8.8,4.45,-7.17194690253134
13,8.8,4.46,-7.22347269374272
13,8.8,4.47,-7.27631099130354
13,8.8,4.48,-7.33046199830511
13,8.8,4.49,-7.38592697797581
13,8.8,4.5,-7.44270823805608
13,8.8,4.51,-7.50080911801493
13,8.8,4.52,-7.56023397921069
13,8.8,4.53,-7.62098819809539
13,8.8,4.54,-7.68307816256034
13,8.8,4.55,-7.74651127152158
13,8.8,4.56,-7.81129593784671
13,8.8,4.57,-7.87744159472854
13,8.8,4.58,-7.94495870561804
13,8.8,4.59,-8.01385877783602
13,8.8,4.6,-8.08415437999278
13,8.8,4.61,-8.15585916335581
13,8.8,4.62,-8.22898788731786
13,8.8,4.63,-8.30355644913196
13,8.8,4.64,-8.37958191809567
13,8.8,4.65,-8.45708257438437
13,8.8,4.66,-8.53607795275266
13,8.8,4.67,-8.61658889134499
13,8.8,4.68,-8.69863758588
13,8.8,4.69,-8.78224764949947
13,8.8,4.7,-8.86744417860238
13,8.8,4.71,-8.95425382501619
13,8.8,4.72,-9.04270487489382
13,8.8,4.73,-9.13282733476401
13,8.8,4.74,-9.22465302520719
13,8.8,4.75,-9.31821568267748
13,8.8,4.76,-9.41355107004674
13,8.8,4.77,-9.5106970965068
13,8.8,4.78,-9.60969394753436
13,8.8,4.79,-9.71058422569974
13,8.8,4.8,-9.81341310318489
13,8.8,4.81,-9.91822848697389
13,8.8,4.82,-10.0250811977854
13,8.8,4.83,-10.1340251639398
13,8.8,4.84,-10.2451176314911
13,8.8,4.85,-10.3584193921089
13,8.8,4.86,-10.4739950303731
13,8.8,4.87,-10.5919131923455
13,8.8,4.88,-10.7122468775099
13,8.8,4.89,-10.8350737564343
13,8.8,4.9,-10.960476516807
13,8.8,4.91,-11.0885432408422
13,8.8,4.92,-11.2193678174421
13,8.8,4.93,-11.3530503929579
13,8.8,4.94,-11.4896978649147
13,8.8,4.95,-11.6294244236721
13,8.8,4.96,-11.7723521476972
13,8.8,4.97,-11.9186116589464
13,8.8,4.98,-12.068342845811
13,8.8,4.99,-12.2216956622042
13,8.8,5,-12.3788310126877
13,8.8,5.01,-12.5399217350908
13,8.8,5.02,-12.7051536939213
13,8.8,5.03,-12.8747270000508
13,8.8,5.04,-13.0488573747712
13,8.8,5.05,-13.2277776794423
13,8.8,5.06,-13.411739635704
13,8.8,5.07,-13.6010157657648
13,8.8,5.08,-13.7959015877756
13,8.8,5.09,-13.9967181080032
13,8.8,5.1,-14.2038146597268
13,8.8,5.11,-14.4175721488919
13,8.8,5.12,-14.6384067790754
13,8.8,5.13,-14.8667743439078
13,8.8,5.14,-15.103175194642
13,8.8,5.15,-15.3481600152152
13,8.8,5.16,-15.6023365684688
13,8.8,5.17,-15.866377617284
13,8.8,5.18,-16.1410302760993
13,8.8,5.19,-16.4271271155456
13,8.8,5.2,-16.72559943123
13,8.8,5.21,-17.0374932047104
13,8.8,5.22,-17.363988441373
13,8.8,5.23,-17.7064227820489
13,8.8,5.24,-18.0663205758551
13,8.8,5.25,-18.4454290052063
13,8.8,5.26,-18.8457634219329
13,8.8,5.27,-19.2696648654454
13,8.8,5.28,-19.7198739144104
13,8.8,5.29,-20.1996267717329
13,8.8,5.3,-20.7127821252701
13,8.8,5.31,-21.2639914127227
13,8.8,5.32,-21.8589315989671
13,8.8,5.33,-22.504630146987
13,8.8,5.34,-23.2099296805744
13,8.8,5.35,-23.9861709883716
13,8.8,5.36,-24.8482298482303
13,8.8,5.37,-25.8161520886111
13,8.8,5.38,-26.9178526995143
13,8.8,5.39,-28.1938273494052
13,8.8,5.4,-29.7059696210725
13,8.8,5.41,-31.555602814512
13,8.8,5.42,-33.9248557071536
13,8.8,5.43,-37.1863966364399
13,8.8,5.44,-42.2159027315868
13,8.8,5.45,-48.3449699057784
13,8.8,5.46,-42.3707819509848
13,8.8,5.47,-37.1452772566415
13,8.8,5.48,-33.7383222732145
13,8.8,5.49,-31.2453605420068
13,8.8,5.5,-29.2821052056726
13,8.8,5.51,-27.6618792157342
13,8.8,5.52,-26.2813064901031
13,8.8,5.53,-25.0774644380104
13,8.8,5.54,-24.0093056534947
13,8.8,5.55,-23.0486089812076
13,8.8,5.56,-22.1751588689546
13,8.8,5.57,-21.3739903870981
13,8.8,5.58,-20.6337235763775
13,8.8,5.59,-19.9455089232595
13,8.8,5.6,-19.302333630519
13,8.8,5.61,-18.6985501960108
13,8.8,5.62,-18.1295470372489
13,8.8,5.63,-17.5915127589807
13,8.8,5.64,-17.081263855104
13,8.8,5.65,-16.5961164186033
13,8.8,5.66,-16.1337890336324
13,8.8,5.67,-15.6923281816592
13,8.8,5.68,-15.2700501801628
13,8.8,5.69,-14.8654954483085
13,8.8,5.7,-14.4773920922949
13,8.8,5.71,-14.1046266267014
13,8.8,5.72,-13.7462202239238
13,8.8,5.73,-13.4013092924841
13,8.8,5.74,-13.0691294792457
13,8.8,5.75,-12.7490024051308
13,8.8,5.76,-12.4403246022839
13,8.8,5.77,-12.1425582387468
13,8.8,5.78,-11.8552233057071
13,8.8,5.79,-11.5778910100529
13,8.8,5.8,-11.3101781668336
13,8.8,5.81,-11.0517424262903
13,8.8,5.82,-10.8022782012504
13,8.8,5.83,-10.5615131850231
13,8.8,5.84,-10.3292053690407
13,8.8,5.85,-10.1051404845516
13,8.8,5.86,-9.88912980457665
13,8.8,5.87,-9.68100825175104
13,8.8,5.88,-9.4806327651335
13,8.8,5.89,-9.2878808849588
13,8.8,5.9,-9.10264951897169
13,8.8,5.91,-8.92485385765764
13,8.8,5.92,-8.75442640859318
13,8.8,5.93,-8.59131612244405
13,8.8,5.94,-8.43548758499448
13,8.8,5.95,-8.28692025112346
13,8.8,5.96,-8.14560769796908
13,8.8,5.97,-8.01155687574834
13,8.8,5.98,-7.88478733592479
